País,Área geográfica,Quintil,Años,id_fuente,ids_notas,iso3,valor
Paraguay,Urbana,Quintil 4,2007,26,337,PRY,3.6
Paraguay,Urbana,Quintil 5,2007,26,337,PRY,3.1
Paraguay,Urbana,Total quintiles,2007,26,337,PRY,4.1
Paraguay,Nacional,Quintil 1,2008,26,337,PRY,5.3
Paraguay,Nacional,Quintil 2,2008,26,337,PRY,4.7
Paraguay,Nacional,Quintil 3,2008,26,337,PRY,4.3
Paraguay,Nacional,Quintil 4,2008,26,337,PRY,3.8
Paraguay,Nacional,Quintil 5,2008,26,337,PRY,3
Paraguay,Nacional,Total quintiles,2008,26,337,PRY,4.2
Paraguay,Rural,Quintil 1,2008,26,337,PRY,5.7
Paraguay,Rural,Quintil 2,2008,26,337,PRY,5.2
Paraguay,Rural,Quintil 3,2008,26,337,PRY,4.3
Paraguay,Rural,Quintil 4,2008,26,337,PRY,3.9
Paraguay,Rural,Quintil 5,2008,26,337,PRY,2.9
Paraguay,Rural,Total quintiles,2008,26,337,PRY,4.4
Paraguay,Urbana,Quintil 1,2008,26,337,PRY,5
Paraguay,Urbana,Quintil 2,2008,26,337,PRY,4.7
Paraguay,Urbana,Quintil 3,2008,26,337,PRY,4.1
Paraguay,Urbana,Quintil 4,2008,26,337,PRY,3.6
Paraguay,Urbana,Quintil 5,2008,26,337,PRY,2.9
Paraguay,Urbana,Total quintiles,2008,26,337,PRY,4.1
Paraguay,Nacional,Quintil 1,2009,26,337,PRY,5.1
Paraguay,Nacional,Quintil 2,2009,26,337,PRY,4.7
Paraguay,Nacional,Quintil 3,2009,26,337,PRY,4.4
Paraguay,Nacional,Quintil 4,2009,26,337,PRY,3.9
Paraguay,Nacional,Quintil 5,2009,26,337,PRY,3.3
Paraguay,Nacional,Total quintiles,2009,26,337,PRY,4.3
Paraguay,Rural,Quintil 1,2009,26,337,PRY,5.4
Paraguay,Rural,Quintil 2,2009,26,337,PRY,5.1
Paraguay,Rural,Quintil 3,2009,26,337,PRY,4.7
Paraguay,Rural,Quintil 4,2009,26,337,PRY,4.2
Paraguay,Rural,Quintil 5,2009,26,337,PRY,3.3
Paraguay,Rural,Total quintiles,2009,26,337,PRY,4.5
Paraguay,Urbana,Quintil 1,2009,26,337,PRY,4.7
Paraguay,Urbana,Quintil 2,2009,26,337,PRY,4.5
Paraguay,Urbana,Quintil 3,2009,26,337,PRY,4.5
Paraguay,Urbana,Quintil 4,2009,26,337,PRY,3.7
Paraguay,Urbana,Quintil 5,2009,26,337,PRY,3.2
Paraguay,Urbana,Total quintiles,2009,26,337,PRY,4.1
Paraguay,Nacional,Quintil 1,2010,26,337,PRY,5.1
Paraguay,Nacional,Quintil 2,2010,26,337,PRY,4.6
Paraguay,Nacional,Quintil 3,2010,26,337,PRY,4.3
Paraguay,Nacional,Quintil 4,2010,26,337,PRY,3.8
Paraguay,Nacional,Quintil 5,2010,26,337,PRY,3.1
Paraguay,Nacional,Total quintiles,2010,26,337,PRY,4.2
Paraguay,Rural,Quintil 1,2010,26,337,PRY,5.5
Paraguay,Rural,Quintil 2,2010,26,337,PRY,4.7
Paraguay,Rural,Quintil 3,2010,26,337,PRY,4.6
Paraguay,Rural,Quintil 4,2010,26,337,PRY,3.9
Paraguay,Rural,Quintil 5,2010,26,337,PRY,3.1
Paraguay,Rural,Total quintiles,2010,26,337,PRY,4.4
Paraguay,Urbana,Quintil 1,2010,26,337,PRY,4.9
Paraguay,Urbana,Quintil 2,2010,26,337,PRY,4.4
Paraguay,Urbana,Quintil 3,2010,26,337,PRY,4.2
Paraguay,Urbana,Quintil 4,2010,26,337,PRY,3.7
Paraguay,Urbana,Quintil 5,2010,26,337,PRY,3.1
Paraguay,Urbana,Total quintiles,2010,26,337,PRY,4.1
Paraguay,Nacional,Quintil 1,2011,26,337,PRY,5
Paraguay,Nacional,Quintil 2,2011,26,337,PRY,4.6
Paraguay,Nacional,Quintil 3,2011,26,337,PRY,4.1
Paraguay,Nacional,Quintil 4,2011,26,337,PRY,3.8
Paraguay,Nacional,Quintil 5,2011,26,337,PRY,3.4
Paraguay,Nacional,Total quintiles,2011,26,337,PRY,4.2
Paraguay,Rural,Quintil 1,2011,26,337,PRY,5.2
Paraguay,Rural,Quintil 2,2011,26,337,PRY,4.9
Paraguay,Rural,Quintil 3,2011,26,337,PRY,4.3
Paraguay,Rural,Quintil 4,2011,26,337,PRY,3.8
Paraguay,Rural,Quintil 5,2011,26,337,PRY,3.2
Paraguay,Rural,Total quintiles,2011,26,337,PRY,4.3
Paraguay,Urbana,Quintil 1,2011,26,337,PRY,4.8
Paraguay,Urbana,Quintil 2,2011,26,337,PRY,4.4
Paraguay,Urbana,Quintil 3,2011,26,337,PRY,4.1
Paraguay,Urbana,Quintil 4,2011,26,337,PRY,3.9
Paraguay,Urbana,Quintil 5,2011,26,337,PRY,3.3
Paraguay,Urbana,Total quintiles,2011,26,337,PRY,4.1
Paraguay,Nacional,Quintil 1,2012,26,337,PRY,4.8
Paraguay,Nacional,Quintil 2,2012,26,337,PRY,4.4
Paraguay,Nacional,Quintil 3,2012,26,337,PRY,4.2
Paraguay,Nacional,Quintil 4,2012,26,337,PRY,3.8
Paraguay,Nacional,Quintil 5,2012,26,337,PRY,3.1
Paraguay,Nacional,Total quintiles,2012,26,337,PRY,4.1
Paraguay,Rural,Quintil 1,2012,26,337,PRY,5.2
Paraguay,Rural,Quintil 2,2012,26,337,PRY,4.5
Paraguay,Rural,Quintil 3,2012,26,337,PRY,4.4
Paraguay,Rural,Quintil 4,2012,26,337,PRY,3.8
Paraguay,Rural,Quintil 5,2012,26,337,PRY,2.8
Paraguay,Rural,Total quintiles,2012,26,337,PRY,4.2
Paraguay,Urbana,Quintil 1,2012,26,337,PRY,4.5
Paraguay,Urbana,Quintil 2,2012,26,337,PRY,4.4
Paraguay,Urbana,Quintil 3,2012,26,337,PRY,4.3
Paraguay,Urbana,Quintil 4,2012,26,337,PRY,3.7
Paraguay,Urbana,Quintil 5,2012,26,337,PRY,3.2
Paraguay,Urbana,Total quintiles,2012,26,337,PRY,4
Paraguay,Nacional,Quintil 1,2013,26,337,PRY,4.6
Paraguay,Nacional,Quintil 2,2013,26,337,PRY,4.5
Paraguay,Nacional,Quintil 3,2013,26,337,PRY,4
Paraguay,Nacional,Quintil 4,2013,26,337,PRY,3.7
Paraguay,Nacional,Quintil 5,2013,26,337,PRY,3.1
Paraguay,Nacional,Total quintiles,2013,26,337,PRY,4
Paraguay,Rural,Quintil 1,2013,26,337,PRY,4.8
Paraguay,Rural,Quintil 2,2013,26,337,PRY,4.6
Paraguay,Rural,Quintil 3,2013,26,337,PRY,4.2
Paraguay,Rural,Quintil 4,2013,26,337,PRY,3.6
Paraguay,Rural,Quintil 5,2013,26,337,PRY,3.1
Paraguay,Rural,Total quintiles,2013,26,337,PRY,4
Paraguay,Urbana,Quintil 1,2013,26,337,PRY,4.7
Paraguay,Urbana,Quintil 2,2013,26,337,PRY,4.4
Paraguay,Urbana,Quintil 3,2013,26,337,PRY,4
Paraguay,Urbana,Quintil 4,2013,26,337,PRY,3.7
Paraguay,Urbana,Quintil 5,2013,26,337,PRY,3.1
Paraguay,Urbana,Total quintiles,2013,26,337,PRY,4
Paraguay,Nacional,Quintil 1,2014,26,337,PRY,4.9
Paraguay,Nacional,Quintil 2,2014,26,337,PRY,4.3
Paraguay,Nacional,Quintil 3,2014,26,337,PRY,4.2
Paraguay,Nacional,Quintil 4,2014,26,337,PRY,3.6
Paraguay,Nacional,Quintil 5,2014,26,337,PRY,3.1
Paraguay,Nacional,Total quintiles,2014,26,337,PRY,4
Paraguay,Rural,Quintil 1,2014,26,337,PRY,5.1
Paraguay,Rural,Quintil 2,2014,26,337,PRY,4.5
Paraguay,Rural,Quintil 3,2014,26,337,PRY,4.1
Paraguay,Rural,Quintil 4,2014,26,337,PRY,3.8
Paraguay,Rural,Quintil 5,2014,26,337,PRY,3
Paraguay,Rural,Total quintiles,2014,26,337,PRY,4.1
Paraguay,Urbana,Quintil 1,2014,26,337,PRY,4.7
Paraguay,Urbana,Quintil 2,2014,26,337,PRY,4.5
Paraguay,Urbana,Quintil 3,2014,26,337,PRY,4
Paraguay,Urbana,Quintil 4,2014,26,337,PRY,3.7
Paraguay,Urbana,Quintil 5,2014,26,337,PRY,3.1
Paraguay,Urbana,Total quintiles,2014,26,337,PRY,4
Paraguay,Nacional,Quintil 1,2015,26,337,PRY,4.7
Paraguay,Nacional,Quintil 2,2015,26,337,PRY,4.4
Paraguay,Nacional,Quintil 3,2015,26,337,PRY,4.1
Paraguay,Nacional,Quintil 4,2015,26,337,PRY,3.7
Paraguay,Nacional,Quintil 5,2015,26,337,PRY,3.1
Paraguay,Nacional,Total quintiles,2015,26,337,PRY,4
Paraguay,Rural,Quintil 1,2015,26,337,PRY,4.9
Paraguay,Rural,Quintil 2,2015,26,337,PRY,4.4
Paraguay,Rural,Quintil 3,2015,26,337,PRY,4.1
Paraguay,Rural,Quintil 4,2015,26,337,PRY,3.8
Paraguay,Rural,Quintil 5,2015,26,337,PRY,3.2
Paraguay,Rural,Total quintiles,2015,26,337,PRY,4
Paraguay,Urbana,Quintil 1,2015,26,337,PRY,4.7
Paraguay,Urbana,Quintil 2,2015,26,337,PRY,4.5
Paraguay,Urbana,Quintil 3,2015,26,337,PRY,4
Paraguay,Urbana,Quintil 4,2015,26,337,PRY,3.5
Paraguay,Urbana,Quintil 5,2015,26,337,PRY,3.2
Paraguay,Urbana,Total quintiles,2015,26,337,PRY,4
Paraguay,Nacional,Quintil 1,2016,26,337,PRY,4.5
Paraguay,Nacional,Quintil 2,2016,26,337,PRY,4.3
Paraguay,Nacional,Quintil 3,2016,26,337,PRY,4.1
Paraguay,Nacional,Quintil 4,2016,26,337,PRY,3.5
Paraguay,Nacional,Quintil 5,2016,26,337,PRY,3.1
Paraguay,Nacional,Total quintiles,2016,26,337,PRY,3.9
Paraguay,Rural,Quintil 1,2016,26,337,PRY,4.6
Paraguay,Rural,Quintil 2,2016,26,337,PRY,4.3
Paraguay,Rural,Quintil 3,2016,26,337,PRY,4
Paraguay,Rural,Quintil 4,2016,26,337,PRY,3.7
Paraguay,Rural,Quintil 5,2016,26,337,PRY,2.9
Paraguay,Rural,Total quintiles,2016,26,337,PRY,3.9
Paraguay,Urbana,Quintil 1,2016,26,337,PRY,4.6
Paraguay,Urbana,Quintil 2,2016,26,337,PRY,4.4
Paraguay,Urbana,Quintil 3,2016,26,337,PRY,4
Paraguay,Urbana,Quintil 4,2016,26,337,PRY,3.4
Paraguay,Urbana,Quintil 5,2016,26,337,PRY,3
Paraguay,Urbana,Total quintiles,2016,26,337,PRY,3.9
Paraguay,Nacional,Quintil 1,2017,26,,PRY,4.6
Paraguay,Nacional,Quintil 2,2017,26,,PRY,4.3
Paraguay,Nacional,Quintil 3,2017,26,,PRY,4
Paraguay,Nacional,Quintil 4,2017,26,,PRY,3.6
Paraguay,Nacional,Quintil 5,2017,26,,PRY,3
Paraguay,Nacional,Total quintiles,2017,26,,PRY,3.9
Paraguay,Rural,Quintil 1,2017,26,,PRY,4.6
Paraguay,Rural,Quintil 2,2017,26,,PRY,4.4
Paraguay,Rural,Quintil 3,2017,26,,PRY,3.9
Paraguay,Rural,Quintil 4,2017,26,,PRY,3.6
Paraguay,Rural,Quintil 5,2017,26,,PRY,3
Paraguay,Rural,Total quintiles,2017,26,,PRY,3.9
Paraguay,Urbana,Quintil 1,2017,26,,PRY,4.5
Paraguay,Urbana,Quintil 2,2017,26,,PRY,4.5
Paraguay,Urbana,Quintil 3,2017,26,,PRY,3.9
Paraguay,Urbana,Quintil 4,2017,26,,PRY,3.6
Paraguay,Urbana,Quintil 5,2017,26,,PRY,3
Paraguay,Urbana,Total quintiles,2017,26,,PRY,3.9
Paraguay,Nacional,Quintil 1,2018,26,,PRY,4.6
Paraguay,Nacional,Quintil 2,2018,26,,PRY,4.2
Paraguay,Nacional,Quintil 3,2018,26,,PRY,4.1
Paraguay,Nacional,Quintil 4,2018,26,,PRY,3.6
Paraguay,Nacional,Quintil 5,2018,26,,PRY,2.9
Paraguay,Nacional,Total quintiles,2018,26,,PRY,3.9
Paraguay,Rural,Quintil 1,2018,26,,PRY,4.7
Paraguay,Rural,Quintil 2,2018,26,,PRY,4.4
Paraguay,Rural,Quintil 3,2018,26,,PRY,4
Paraguay,Rural,Quintil 4,2018,26,,PRY,3.6
Paraguay,Rural,Quintil 5,2018,26,,PRY,3
Paraguay,Rural,Total quintiles,2018,26,,PRY,3.9
Paraguay,Urbana,Quintil 1,2018,26,,PRY,4.6
Paraguay,Urbana,Quintil 2,2018,26,,PRY,4.4
Paraguay,Urbana,Quintil 3,2018,26,,PRY,4
Paraguay,Urbana,Quintil 4,2018,26,,PRY,3.3
Paraguay,Urbana,Quintil 5,2018,26,,PRY,2.9
Paraguay,Urbana,Total quintiles,2018,26,,PRY,3.8
Paraguay,Nacional,Quintil 1,2019,26,,PRY,4.5
Paraguay,Nacional,Quintil 2,2019,26,,PRY,4.1
Paraguay,Nacional,Quintil 3,2019,26,,PRY,4.1
Paraguay,Nacional,Quintil 4,2019,26,,PRY,3.4
Paraguay,Nacional,Quintil 5,2019,26,,PRY,2.9
Paraguay,Nacional,Total quintiles,2019,26,,PRY,3.8
Paraguay,Rural,Quintil 1,2019,26,,PRY,4.5
Paraguay,Rural,Quintil 2,2019,26,,PRY,4.2
Paraguay,Rural,Quintil 3,2019,26,,PRY,4
Paraguay,Rural,Quintil 4,2019,26,,PRY,3.6
Paraguay,Rural,Quintil 5,2019,26,,PRY,2.8
Paraguay,Rural,Total quintiles,2019,26,,PRY,3.8
Paraguay,Urbana,Quintil 1,2019,26,,PRY,4.4
Paraguay,Urbana,Quintil 2,2019,26,,PRY,4.2
Paraguay,Urbana,Quintil 3,2019,26,,PRY,4
Paraguay,Urbana,Quintil 4,2019,26,,PRY,3.3
Paraguay,Urbana,Quintil 5,2019,26,,PRY,2.8
Paraguay,Urbana,Total quintiles,2019,26,,PRY,3.8
Perú,Nacional,Quintil 1,2000,26,8647,PER,5.4
Perú,Nacional,Quintil 2,2000,26,8647,PER,4.9
Perú,Nacional,Quintil 3,2000,26,8647,PER,4.7
Perú,Nacional,Quintil 4,2000,26,8647,PER,4.2
Perú,Nacional,Quintil 5,2000,26,8647,PER,3.5
Perú,Nacional,Total quintiles,2000,26,8647,PER,4.5
Perú,Rural,Quintil 1,2000,26,8647,PER,5.8
Perú,Rural,Quintil 2,2000,26,8647,PER,5.2
Perú,Rural,Quintil 3,2000,26,8647,PER,4.7
Perú,Rural,Quintil 4,2000,26,8647,PER,4.2
Perú,Rural,Quintil 5,2000,26,8647,PER,3.3
Perú,Rural,Total quintiles,2000,26,8647,PER,4.7
Perú,Urbana,Quintil 1,2000,26,8647,PER,5.4
Perú,Urbana,Quintil 2,2000,26,8647,PER,5.1
Perú,Urbana,Quintil 3,2000,26,8647,PER,4.3
Perú,Urbana,Quintil 4,2000,26,8647,PER,4.3
Perú,Urbana,Quintil 5,2000,26,8647,PER,3.3
Perú,Urbana,Total quintiles,2000,26,8647,PER,4.5
Perú,Nacional,Quintil 1,2001,26,8647,PER,5.3
Perú,Nacional,Quintil 2,2001,26,8647,PER,4.8
Perú,Nacional,Quintil 3,2001,26,8647,PER,4.6
Perú,Nacional,Quintil 4,2001,26,8647,PER,4.3
Perú,Nacional,Quintil 5,2001,26,8647,PER,3.4
Perú,Nacional,Total quintiles,2001,26,8647,PER,4.5
Perú,Rural,Quintil 1,2001,26,8647,PER,5.6
Perú,Rural,Quintil 2,2001,26,8647,PER,5.2
Perú,Rural,Quintil 3,2001,26,8647,PER,4.6
Perú,Rural,Quintil 4,2001,26,8647,PER,4.1
Perú,Rural,Quintil 5,2001,26,8647,PER,3.2
Perú,Rural,Total quintiles,2001,26,8647,PER,4.5
Perú,Urbana,Quintil 1,2001,26,8647,PER,5.2
Perú,Urbana,Quintil 2,2001,26,8647,PER,4.9
Perú,Urbana,Quintil 3,2001,26,8647,PER,4.6
Perú,Urbana,Quintil 4,2001,26,8647,PER,4.2
Perú,Urbana,Quintil 5,2001,26,8647,PER,3.3
Perú,Urbana,Total quintiles,2001,26,8647,PER,4.5
Perú,Nacional,Quintil 1,2002,26,8647,PER,5.2
Perú,Nacional,Quintil 2,2002,26,8647,PER,4.8
Perú,Nacional,Quintil 3,2002,26,8647,PER,4.5
Perú,Nacional,Quintil 4,2002,26,8647,PER,4.2
Perú,Nacional,Quintil 5,2002,26,8647,PER,3.3
Perú,Nacional,Total quintiles,2002,26,8647,PER,4.4
Perú,Rural,Quintil 1,2002,26,8647,PER,5.7
Perú,Rural,Quintil 2,2002,26,8647,PER,4.9
Perú,Rural,Quintil 3,2002,26,8647,PER,4.5
Perú,Rural,Quintil 4,2002,26,8647,PER,4.1
Perú,Rural,Quintil 5,2002,26,8647,PER,3.1
Perú,Rural,Total quintiles,2002,26,8647,PER,4.5
Perú,Urbana,Quintil 1,2002,26,8647,PER,5.2
Perú,Urbana,Quintil 2,2002,26,8647,PER,4.9
Perú,Urbana,Quintil 3,2002,26,8647,PER,4.5
Perú,Urbana,Quintil 4,2002,26,8647,PER,4
Perú,Urbana,Quintil 5,2002,26,8647,PER,3.2
Perú,Urbana,Total quintiles,2002,26,8647,PER,4.4
Perú,Nacional,Quintil 1,2003,26,8648,PER,5.4
Perú,Nacional,Quintil 2,2003,26,8648,PER,4.8
Perú,Nacional,Quintil 3,2003,26,8648,PER,4.4
Perú,Nacional,Quintil 4,2003,26,8648,PER,4.1
Perú,Nacional,Quintil 5,2003,26,8648,PER,3.4
Perú,Nacional,Total quintiles,2003,26,8648,PER,4.4
Perú,Rural,Quintil 1,2003,26,8648,PER,5.8
Perú,Rural,Quintil 2,2003,26,8648,PER,5
Perú,Rural,Quintil 3,2003,26,8648,PER,4.7
Perú,Rural,Quintil 4,2003,26,8648,PER,3.9
Perú,Rural,Quintil 5,2003,26,8648,PER,2.9
Perú,Rural,Total quintiles,2003,26,8648,PER,4.5
Perú,Urbana,Quintil 1,2003,26,8648,PER,5.4
Perú,Urbana,Quintil 2,2003,26,8648,PER,4.8
Perú,Urbana,Quintil 3,2003,26,8648,PER,4.4
Perú,Urbana,Quintil 4,2003,26,8648,PER,4
Perú,Urbana,Quintil 5,2003,26,8648,PER,3.4
Perú,Urbana,Total quintiles,2003,26,8648,PER,4.4
Perú,Nacional,Quintil 1,2004,26,8649,PER,5.1
Perú,Nacional,Quintil 2,2004,26,8649,PER,4.7
Perú,Nacional,Quintil 3,2004,26,8649,PER,4.6
Perú,Nacional,Quintil 4,2004,26,8649,PER,4.2
Perú,Nacional,Quintil 5,2004,26,8649,PER,3.4
Perú,Nacional,Total quintiles,2004,26,8649,PER,4.4
Perú,Rural,Quintil 1,2004,26,8649,PER,5.5
Perú,Rural,Quintil 2,2004,26,8649,PER,4.9
Perú,Rural,Quintil 3,2004,26,8649,PER,4.4
Perú,Rural,Quintil 4,2004,26,8649,PER,4.1
Perú,Rural,Quintil 5,2004,26,8649,PER,3
Perú,Rural,Total quintiles,2004,26,8649,PER,4.4
Perú,Urbana,Quintil 1,2004,26,8649,PER,5.1
Perú,Urbana,Quintil 2,2004,26,8649,PER,4.8
Perú,Urbana,Quintil 3,2004,26,8649,PER,4.6
Perú,Urbana,Quintil 4,2004,26,8649,PER,4.1
Perú,Urbana,Quintil 5,2004,26,8649,PER,3.4
Perú,Urbana,Total quintiles,2004,26,8649,PER,4.4
Perú,Nacional,Quintil 1,2005,26,8649,PER,5
Perú,Nacional,Quintil 2,2005,26,8649,PER,4.7
Perú,Nacional,Quintil 3,2005,26,8649,PER,4.5
Perú,Nacional,Quintil 4,2005,26,8649,PER,4
Perú,Nacional,Quintil 5,2005,26,8649,PER,3.1
Perú,Nacional,Total quintiles,2005,26,8649,PER,4.3
Perú,Rural,Quintil 1,2005,26,8649,PER,5.2
Perú,Rural,Quintil 2,2005,26,8649,PER,4.8
Perú,Rural,Quintil 3,2005,26,8649,PER,4.4
Perú,Rural,Quintil 4,2005,26,8649,PER,3.9
Perú,Rural,Quintil 5,2005,26,8649,PER,3
Perú,Rural,Total quintiles,2005,26,8649,PER,4.3
Perú,Urbana,Quintil 1,2005,26,8649,PER,5.1
Perú,Urbana,Quintil 2,2005,26,8649,PER,4.7
Perú,Urbana,Quintil 3,2005,26,8649,PER,4.5
Perú,Urbana,Quintil 4,2005,26,8649,PER,3.9
Perú,Urbana,Quintil 5,2005,26,8649,PER,3.1
Perú,Urbana,Total quintiles,2005,26,8649,PER,4.3
Perú,Nacional,Quintil 1,2006,26,8649,PER,4.9
Perú,Nacional,Quintil 2,2006,26,8649,PER,4.6
Perú,Nacional,Quintil 3,2006,26,8649,PER,4.4
Perú,Nacional,Quintil 4,2006,26,8649,PER,4.1
Perú,Nacional,Quintil 5,2006,26,8649,PER,3.3
Perú,Nacional,Total quintiles,2006,26,8649,PER,4.2
Perú,Rural,Quintil 1,2006,26,8649,PER,5.3
Perú,Rural,Quintil 2,2006,26,8649,PER,4.8
Perú,Rural,Quintil 3,2006,26,8649,PER,4.4
Perú,Rural,Quintil 4,2006,26,8649,PER,4
Perú,Rural,Quintil 5,2006,26,8649,PER,3.1
Perú,Rural,Total quintiles,2006,26,8649,PER,4.3
Perú,Urbana,Quintil 1,2006,26,8649,PER,5
Perú,Urbana,Quintil 2,2006,26,8649,PER,4.6
Perú,Urbana,Quintil 3,2006,26,8649,PER,4.4
Perú,Urbana,Quintil 4,2006,26,8649,PER,3.9
Perú,Urbana,Quintil 5,2006,26,8649,PER,3.2
Perú,Urbana,Total quintiles,2006,26,8649,PER,4.2
Perú,Nacional,Quintil 1,2007,26,8649,PER,4.8
Perú,Nacional,Quintil 2,2007,26,8649,PER,4.5
Perú,Nacional,Quintil 3,2007,26,8649,PER,4.3
Perú,Nacional,Quintil 4,2007,26,8649,PER,3.9
Perú,Nacional,Quintil 5,2007,26,8649,PER,3.3
Perú,Nacional,Total quintiles,2007,26,8649,PER,4.2
Perú,Rural,Quintil 1,2007,26,8649,PER,5.1
Perú,Rural,Quintil 2,2007,26,8649,PER,4.7
Perú,Rural,Quintil 3,2007,26,8649,PER,4.4
Perú,Rural,Quintil 4,2007,26,8649,PER,4
Perú,Rural,Quintil 5,2007,26,8649,PER,3.1
Perú,Rural,Total quintiles,2007,26,8649,PER,4.2
Perú,Urbana,Quintil 1,2007,26,8649,PER,4.8
Perú,Urbana,Quintil 2,2007,26,8649,PER,4.6
Perú,Urbana,Quintil 3,2007,26,8649,PER,4.3
Perú,Urbana,Quintil 4,2007,26,8649,PER,3.8
Perú,Urbana,Quintil 5,2007,26,8649,PER,3.2
Perú,Urbana,Total quintiles,2007,26,8649,PER,4.1
Perú,Nacional,Quintil 1,2008,26,8649,PER,4.7
Perú,Nacional,Quintil 2,2008,26,8649,PER,4.5
Perú,Nacional,Quintil 3,2008,26,8649,PER,4.3
Perú,Nacional,Quintil 4,2008,26,8649,PER,3.9
Perú,Nacional,Quintil 5,2008,26,8649,PER,3.1
Perú,Nacional,Total quintiles,2008,26,8649,PER,4.1
Perú,Rural,Quintil 1,2008,26,8649,PER,5.1
Perú,Rural,Quintil 2,2008,26,8649,PER,4.7
Perú,Rural,Quintil 3,2008,26,8649,PER,4.5
Perú,Rural,Quintil 4,2008,26,8649,PER,4
Perú,Rural,Quintil 5,2008,26,8649,PER,3.2
Perú,Rural,Total quintiles,2008,26,8649,PER,4.3
Perú,Urbana,Quintil 1,2008,26,8649,PER,4.7
Perú,Urbana,Quintil 2,2008,26,8649,PER,4.4
Perú,Urbana,Quintil 3,2008,26,8649,PER,4.2
Perú,Urbana,Quintil 4,2008,26,8649,PER,3.8
Perú,Urbana,Quintil 5,2008,26,8649,PER,3.1
Perú,Urbana,Total quintiles,2008,26,8649,PER,4
Perú,Nacional,Quintil 1,2009,26,8649,PER,4.6
Perú,Nacional,Quintil 2,2009,26,8649,PER,4.5
Perú,Nacional,Quintil 3,2009,26,8649,PER,4.2
Perú,Nacional,Quintil 4,2009,26,8649,PER,3.9
Perú,Nacional,Quintil 5,2009,26,8649,PER,3.1
Perú,Nacional,Total quintiles,2009,26,8649,PER,4.1
Perú,Rural,Quintil 1,2009,26,8649,PER,4.8
Perú,Rural,Quintil 2,2009,26,8649,PER,4.5
Perú,Rural,Quintil 3,2009,26,8649,PER,4.3
Perú,Rural,Quintil 4,2009,26,8649,PER,4
Perú,Rural,Quintil 5,2009,26,8649,PER,3.3
Perú,Rural,Total quintiles,2009,26,8649,PER,4.2
Perú,Urbana,Quintil 1,2009,26,8649,PER,4.7
Perú,Urbana,Quintil 2,2009,26,8649,PER,4.5
Perú,Urbana,Quintil 3,2009,26,8649,PER,4.2
Perú,Urbana,Quintil 4,2009,26,8649,PER,3.7
Perú,Urbana,Quintil 5,2009,26,8649,PER,3
Perú,Urbana,Total quintiles,2009,26,8649,PER,4
Perú,Nacional,Quintil 1,2010,26,8649,PER,4.6
Perú,Nacional,Quintil 2,2010,26,8649,PER,4.3
Perú,Nacional,Quintil 3,2010,26,8649,PER,4.2
Perú,Nacional,Quintil 4,2010,26,8649,PER,3.9
Perú,Nacional,Quintil 5,2010,26,8649,PER,3.1
Perú,Nacional,Total quintiles,2010,26,8649,PER,4
Perú,Rural,Quintil 1,2010,26,8649,PER,4.8
Perú,Rural,Quintil 2,2010,26,8649,PER,4.5
Perú,Rural,Quintil 3,2010,26,8649,PER,4.3
Perú,Rural,Quintil 4,2010,26,8649,PER,4
Perú,Rural,Quintil 5,2010,26,8649,PER,3.2
Perú,Rural,Total quintiles,2010,26,8649,PER,4.2
Perú,Urbana,Quintil 1,2010,26,8649,PER,4.5
Perú,Urbana,Quintil 2,2010,26,8649,PER,4.3
Perú,Urbana,Quintil 3,2010,26,8649,PER,4.1
Perú,Urbana,Quintil 4,2010,26,8649,PER,3.8
Perú,Urbana,Quintil 5,2010,26,8649,PER,3.1
Perú,Urbana,Total quintiles,2010,26,8649,PER,4
Perú,Nacional,Quintil 1,2011,26,8649,PER,4.5
Perú,Nacional,Quintil 2,2011,26,8649,PER,4.3
Perú,Nacional,Quintil 3,2011,26,8649,PER,4.1
Perú,Nacional,Quintil 4,2011,26,8649,PER,3.9
Perú,Nacional,Quintil 5,2011,26,8649,PER,3.1
Perú,Nacional,Total quintiles,2011,26,8649,PER,4
Perú,Rural,Quintil 1,2011,26,8649,PER,4.8
Perú,Rural,Quintil 2,2011,26,8649,PER,4.4
Perú,Rural,Quintil 3,2011,26,8649,PER,4.1
Perú,Rural,Quintil 4,2011,26,8649,PER,3.8
Perú,Rural,Quintil 5,2011,26,8649,PER,3.1
Perú,Rural,Total quintiles,2011,26,8649,PER,4
Perú,Urbana,Quintil 1,2011,26,8649,PER,4.5
Perú,Urbana,Quintil 2,2011,26,8649,PER,4.3
Perú,Urbana,Quintil 3,2011,26,8649,PER,4.1
Perú,Urbana,Quintil 4,2011,26,8649,PER,3.8
Perú,Urbana,Quintil 5,2011,26,8649,PER,3.1
Perú,Urbana,Total quintiles,2011,26,8649,PER,4
Perú,Nacional,Quintil 1,2012,26,8649,PER,4.3
Perú,Nacional,Quintil 2,2012,26,8649,PER,4.2
Perú,Nacional,Quintil 3,2012,26,8649,PER,4.1
Perú,Nacional,Quintil 4,2012,26,8649,PER,3.8
Perú,Nacional,Quintil 5,2012,26,8649,PER,3.1
Perú,Nacional,Total quintiles,2012,26,8649,PER,3.9
Perú,Rural,Quintil 1,2012,26,8649,PER,4.7
Perú,Rural,Quintil 2,2012,26,8649,PER,4.1
Perú,Rural,Quintil 3,2012,26,8649,PER,4
Perú,Rural,Quintil 4,2012,26,8649,PER,3.7
Perú,Rural,Quintil 5,2012,26,8649,PER,3.1
