Sexo,País,Área geográfica,Grupo edad para participación en la PEA,Años,id_fuente,ids_notas,iso3,valor
Ambos sexos,América Latina (promedio simple),Urbana,Total (15 años y más),2006,26,8620,,63.85
Ambos sexos,América Latina (promedio simple),Urbana,15 a 24 años,2006,26,8620,,49.42
Ambos sexos,América Latina (promedio simple),Urbana,25 a 34 años,2006,26,8620,,79.99
Ambos sexos,América Latina (promedio simple),Urbana,35 a 44 años,2006,26,8620,,81.51
Ambos sexos,América Latina (promedio simple),Urbana,45 a 59 años,2006,26,8620,,74.18
Ambos sexos,América Latina (promedio simple),Urbana,60 años y más,2006,26,8620,,32.98
Hombres,América Latina (promedio simple),Urbana,Total (15 años y más),2006,26,8620,,77.55
Hombres,América Latina (promedio simple),Urbana,15 a 24 años,2006,26,8620,,58.47
Hombres,América Latina (promedio simple),Urbana,25 a 34 años,2006,26,8620,,94.44
Hombres,América Latina (promedio simple),Urbana,35 a 44 años,2006,26,8620,,96.3
Hombres,América Latina (promedio simple),Urbana,45 a 59 años,2006,26,8620,,91.73
Hombres,América Latina (promedio simple),Urbana,60 años y más,2006,26,8620,,47.92
Mujeres,América Latina (promedio simple),Urbana,Total (15 años y más),2006,26,8620,,51.78
Mujeres,América Latina (promedio simple),Urbana,15 a 24 años,2006,26,8620,,40.75
Mujeres,América Latina (promedio simple),Urbana,25 a 34 años,2006,26,8620,,67.05
Mujeres,América Latina (promedio simple),Urbana,35 a 44 años,2006,26,8620,,69.05
Mujeres,América Latina (promedio simple),Urbana,45 a 59 años,2006,26,8620,,58.93
Mujeres,América Latina (promedio simple),Urbana,60 años y más,2006,26,8620,,21.14
Ambos sexos,América Latina (promedio simple),Rural,Total (15 años y más),2006,26,8620,,65.78
Ambos sexos,América Latina (promedio simple),Rural,15 a 24 años,2006,26,8620,,57.69
Ambos sexos,América Latina (promedio simple),Rural,25 a 34 años,2006,26,8620,,73.21
Ambos sexos,América Latina (promedio simple),Rural,35 a 44 años,2006,26,8620,,75.66
Ambos sexos,América Latina (promedio simple),Rural,45 a 59 años,2006,26,8620,,72.83
Ambos sexos,América Latina (promedio simple),Rural,60 años y más,2006,26,8620,,50.87
Hombres,América Latina (promedio simple),Rural,Total (15 años y más),2006,26,8620,,86.23
Hombres,América Latina (promedio simple),Rural,15 a 24 años,2006,26,8620,,76.39
Hombres,América Latina (promedio simple),Rural,25 a 34 años,2006,26,8620,,96.25
Hombres,América Latina (promedio simple),Rural,35 a 44 años,2006,26,8620,,97.05
Hombres,América Latina (promedio simple),Rural,45 a 59 años,2006,26,8620,,94.54
Hombres,América Latina (promedio simple),Rural,60 años y más,2006,26,8620,,69.97
Mujeres,América Latina (promedio simple),Rural,Total (15 años y más),2006,26,8620,,45.09
Mujeres,América Latina (promedio simple),Rural,15 a 24 años,2006,26,8620,,37.64
Mujeres,América Latina (promedio simple),Rural,25 a 34 años,2006,26,8620,,52.07
Mujeres,América Latina (promedio simple),Rural,35 a 44 años,2006,26,8620,,55.25
Mujeres,América Latina (promedio simple),Rural,45 a 59 años,2006,26,8620,,50.66
Mujeres,América Latina (promedio simple),Rural,60 años y más,2006,26,8620,,30.2
Ambos sexos,América Latina (promedio simple),Nacional,Total (15 años y más),2007,26,8620,,64.64
Ambos sexos,América Latina (promedio simple),Nacional,15 a 24 años,2007,26,8620,,52.15
Ambos sexos,América Latina (promedio simple),Nacional,25 a 34 años,2007,26,8620,,77.95
Ambos sexos,América Latina (promedio simple),Nacional,35 a 44 años,2007,26,8620,,79.96
Ambos sexos,América Latina (promedio simple),Nacional,45 a 59 años,2007,26,8620,,73.95
Ambos sexos,América Latina (promedio simple),Nacional,60 años y más,2007,26,8620,,39.6
Hombres,América Latina (promedio simple),Nacional,Total (15 años y más),2007,26,8620,,80.68
Hombres,América Latina (promedio simple),Nacional,15 a 24 años,2007,26,8620,,64.94
Hombres,América Latina (promedio simple),Nacional,25 a 34 años,2007,26,8620,,94.84
Hombres,América Latina (promedio simple),Nacional,35 a 44 años,2007,26,8620,,96.62
Hombres,América Latina (promedio simple),Nacional,45 a 59 años,2007,26,8620,,92.87
Hombres,América Latina (promedio simple),Nacional,60 años y más,2007,26,8620,,56.46
Mujeres,América Latina (promedio simple),Nacional,Total (15 años y más),2007,26,8620,,50.01
Mujeres,América Latina (promedio simple),Nacional,15 a 24 años,2007,26,8620,,39.5
Mujeres,América Latina (promedio simple),Nacional,25 a 34 años,2007,26,8620,,62.93
Mujeres,América Latina (promedio simple),Nacional,35 a 44 años,2007,26,8620,,65.48
Mujeres,América Latina (promedio simple),Nacional,45 a 59 años,2007,26,8620,,56.81
Mujeres,América Latina (promedio simple),Nacional,60 años y más,2007,26,8620,,24.97
Ambos sexos,América Latina (promedio simple),Urbana,Total (15 años y más),2007,26,8620,,64.12
Ambos sexos,América Latina (promedio simple),Urbana,15 a 24 años,2007,26,8620,,49.2
Ambos sexos,América Latina (promedio simple),Urbana,25 a 34 años,2007,26,8620,,79.97
Ambos sexos,América Latina (promedio simple),Urbana,35 a 44 años,2007,26,8620,,81.93
Ambos sexos,América Latina (promedio simple),Urbana,45 a 59 años,2007,26,8620,,74.39
Ambos sexos,América Latina (promedio simple),Urbana,60 años y más,2007,26,8620,,33.81
Hombres,América Latina (promedio simple),Urbana,Total (15 años y más),2007,26,8620,,77.86
Hombres,América Latina (promedio simple),Urbana,15 a 24 años,2007,26,8620,,58.66
Hombres,América Latina (promedio simple),Urbana,25 a 34 años,2007,26,8620,,94.23
Hombres,América Latina (promedio simple),Urbana,35 a 44 años,2007,26,8620,,96.44
Hombres,América Latina (promedio simple),Urbana,45 a 59 años,2007,26,8620,,91.86
Hombres,América Latina (promedio simple),Urbana,60 años y más,2007,26,8620,,48.69
Mujeres,América Latina (promedio simple),Urbana,Total (15 años y más),2007,26,8620,,51.98
Mujeres,América Latina (promedio simple),Urbana,15 a 24 años,2007,26,8620,,40.07
Mujeres,América Latina (promedio simple),Urbana,25 a 34 años,2007,26,8620,,67.3
Mujeres,América Latina (promedio simple),Urbana,35 a 44 años,2007,26,8620,,69.5
Mujeres,América Latina (promedio simple),Urbana,45 a 59 años,2007,26,8620,,59.19
Mujeres,América Latina (promedio simple),Urbana,60 años y más,2007,26,8620,,22.11
Ambos sexos,América Latina (promedio simple),Rural,Total (15 años y más),2007,26,8620,,65.68
Ambos sexos,América Latina (promedio simple),Rural,15 a 24 años,2007,26,8620,,56.94
Ambos sexos,América Latina (promedio simple),Rural,25 a 34 años,2007,26,8620,,73.57
Ambos sexos,América Latina (promedio simple),Rural,35 a 44 años,2007,26,8620,,76.23
Ambos sexos,América Latina (promedio simple),Rural,45 a 59 años,2007,26,8620,,73.82
Ambos sexos,América Latina (promedio simple),Rural,60 años y más,2007,26,8620,,50.34
Hombres,América Latina (promedio simple),Rural,Total (15 años y más),2007,26,8620,,85.85
Hombres,América Latina (promedio simple),Rural,15 a 24 años,2007,26,8620,,75.61
Hombres,América Latina (promedio simple),Rural,25 a 34 años,2007,26,8620,,96.1
Hombres,América Latina (promedio simple),Rural,35 a 44 años,2007,26,8620,,97.04
Hombres,América Latina (promedio simple),Rural,45 a 59 años,2007,26,8620,,95.1
Hombres,América Latina (promedio simple),Rural,60 años y más,2007,26,8620,,69.42
Mujeres,América Latina (promedio simple),Rural,Total (15 años y más),2007,26,8620,,45.25
Mujeres,América Latina (promedio simple),Rural,15 a 24 años,2007,26,8620,,37.13
Mujeres,América Latina (promedio simple),Rural,25 a 34 años,2007,26,8620,,52.65
Mujeres,América Latina (promedio simple),Rural,35 a 44 años,2007,26,8620,,56.48
Mujeres,América Latina (promedio simple),Rural,45 a 59 años,2007,26,8620,,51.83
Mujeres,América Latina (promedio simple),Rural,60 años y más,2007,26,8620,,29.65
Ambos sexos,América Latina (promedio simple),Nacional,Total (15 años y más),2008,26,8620,,64.28
Ambos sexos,América Latina (promedio simple),Nacional,15 a 24 años,2008,26,8620,,51.52
Ambos sexos,América Latina (promedio simple),Nacional,25 a 34 años,2008,26,8620,,77.56
Ambos sexos,América Latina (promedio simple),Nacional,35 a 44 años,2008,26,8620,,79.73
Ambos sexos,América Latina (promedio simple),Nacional,45 a 59 años,2008,26,8620,,73.98
Ambos sexos,América Latina (promedio simple),Nacional,60 años y más,2008,26,8620,,39.11
Hombres,América Latina (promedio simple),Nacional,Total (15 años y más),2008,26,8620,,80.51
Hombres,América Latina (promedio simple),Nacional,15 a 24 años,2008,26,8620,,64.18
Hombres,América Latina (promedio simple),Nacional,25 a 34 años,2008,26,8620,,94.81
Hombres,América Latina (promedio simple),Nacional,35 a 44 años,2008,26,8620,,96.69
Hombres,América Latina (promedio simple),Nacional,45 a 59 años,2008,26,8620,,92.93
Hombres,América Latina (promedio simple),Nacional,60 años y más,2008,26,8620,,56.42
Mujeres,América Latina (promedio simple),Nacional,Total (15 años y más),2008,26,8620,,49.47
Mujeres,América Latina (promedio simple),Nacional,15 a 24 años,2008,26,8620,,38.96
Mujeres,América Latina (promedio simple),Nacional,25 a 34 años,2008,26,8620,,62.11
Mujeres,América Latina (promedio simple),Nacional,35 a 44 años,2008,26,8620,,64.91
Mujeres,América Latina (promedio simple),Nacional,45 a 59 años,2008,26,8620,,56.98
Mujeres,América Latina (promedio simple),Nacional,60 años y más,2008,26,8620,,24.12
Ambos sexos,América Latina (promedio simple),Urbana,Total (15 años y más),2008,26,8620,,64.21
Ambos sexos,América Latina (promedio simple),Urbana,15 a 24 años,2008,26,8620,,49.18
Ambos sexos,América Latina (promedio simple),Urbana,25 a 34 años,2008,26,8620,,79.88
Ambos sexos,América Latina (promedio simple),Urbana,35 a 44 años,2008,26,8620,,82.05
Ambos sexos,América Latina (promedio simple),Urbana,45 a 59 años,2008,26,8620,,74.89
Ambos sexos,América Latina (promedio simple),Urbana,60 años y más,2008,26,8620,,33.89
Hombres,América Latina (promedio simple),Urbana,Total (15 años y más),2008,26,8620,,77.95
Hombres,América Latina (promedio simple),Urbana,15 a 24 años,2008,26,8620,,58.49
Hombres,América Latina (promedio simple),Urbana,25 a 34 años,2008,26,8620,,94.29
Hombres,América Latina (promedio simple),Urbana,35 a 44 años,2008,26,8620,,96.6
Hombres,América Latina (promedio simple),Urbana,45 a 59 años,2008,26,8620,,92.09
Hombres,América Latina (promedio simple),Urbana,60 años y más,2008,26,8620,,49.03
Mujeres,América Latina (promedio simple),Urbana,Total (15 años y más),2008,26,8620,,52.09
Mujeres,América Latina (promedio simple),Urbana,15 a 24 años,2008,26,8620,,40.14
Mujeres,América Latina (promedio simple),Urbana,25 a 34 años,2008,26,8620,,67.02
Mujeres,América Latina (promedio simple),Urbana,35 a 44 años,2008,26,8620,,69.57
Mujeres,América Latina (promedio simple),Urbana,45 a 59 años,2008,26,8620,,60.1
Mujeres,América Latina (promedio simple),Urbana,60 años y más,2008,26,8620,,22.04
Ambos sexos,América Latina (promedio simple),Rural,Total (15 años y más),2008,26,8620,,64.37
Ambos sexos,América Latina (promedio simple),Rural,15 a 24 años,2008,26,8620,,55.07
Ambos sexos,América Latina (promedio simple),Rural,25 a 34 años,2008,26,8620,,72.41
Ambos sexos,América Latina (promedio simple),Rural,35 a 44 años,2008,26,8620,,75.27
Ambos sexos,América Latina (promedio simple),Rural,45 a 59 años,2008,26,8620,,72.71
Ambos sexos,América Latina (promedio simple),Rural,60 años y más,2008,26,8620,,48.76
Hombres,América Latina (promedio simple),Rural,Total (15 años y más),2008,26,8620,,85.22
Hombres,América Latina (promedio simple),Rural,15 a 24 años,2008,26,8620,,74.06
Hombres,América Latina (promedio simple),Rural,25 a 34 años,2008,26,8620,,95.78
Hombres,América Latina (promedio simple),Rural,35 a 44 años,2008,26,8620,,96.83
Hombres,América Latina (promedio simple),Rural,45 a 59 años,2008,26,8620,,94.89
Hombres,América Latina (promedio simple),Rural,60 años y más,2008,26,8620,,68.52
Mujeres,América Latina (promedio simple),Rural,Total (15 años y más),2008,26,8620,,43.17
Mujeres,América Latina (promedio simple),Rural,15 a 24 años,2008,26,8620,,34.96
Mujeres,América Latina (promedio simple),Rural,25 a 34 años,2008,26,8620,,50.48
Mujeres,América Latina (promedio simple),Rural,35 a 44 años,2008,26,8620,,54.64
Mujeres,América Latina (promedio simple),Rural,45 a 59 años,2008,26,8620,,49.71
Mujeres,América Latina (promedio simple),Rural,60 años y más,2008,26,8620,,27.43
Ambos sexos,América Latina (promedio simple),Nacional,Total (15 años y más),2009,26,8620,,64.43
Ambos sexos,América Latina (promedio simple),Nacional,15 a 24 años,2009,26,8620,,51.3
Ambos sexos,América Latina (promedio simple),Nacional,25 a 34 años,2009,26,8620,,78.39
Ambos sexos,América Latina (promedio simple),Nacional,35 a 44 años,2009,26,8620,,80.08
Ambos sexos,América Latina (promedio simple),Nacional,45 a 59 años,2009,26,8620,,74.5
Ambos sexos,América Latina (promedio simple),Nacional,60 años y más,2009,26,8620,,38.81
Hombres,América Latina (promedio simple),Nacional,Total (15 años y más),2009,26,8620,,80.24
Hombres,América Latina (promedio simple),Nacional,15 a 24 años,2009,26,8620,,63.63
Hombres,América Latina (promedio simple),Nacional,25 a 34 años,2009,26,8620,,94.98
Hombres,América Latina (promedio simple),Nacional,35 a 44 años,2009,26,8620,,96.57
Hombres,América Latina (promedio simple),Nacional,45 a 59 años,2009,26,8620,,93.27
Hombres,América Latina (promedio simple),Nacional,60 años y más,2009,26,8620,,55.83
Mujeres,América Latina (promedio simple),Nacional,Total (15 años y más),2009,26,8620,,49.99
Mujeres,América Latina (promedio simple),Nacional,15 a 24 años,2009,26,8620,,39.02
Mujeres,América Latina (promedio simple),Nacional,25 a 34 años,2009,26,8620,,63.49
Mujeres,América Latina (promedio simple),Nacional,35 a 44 años,2009,26,8620,,65.63
Mujeres,América Latina (promedio simple),Nacional,45 a 59 años,2009,26,8620,,57.88
Mujeres,América Latina (promedio simple),Nacional,60 años y más,2009,26,8620,,24.04
Ambos sexos,América Latina (promedio simple),Urbana,Total (15 años y más),2009,26,8620,,64.24
Ambos sexos,América Latina (promedio simple),Urbana,15 a 24 años,2009,26,8620,,48.7
Ambos sexos,América Latina (promedio simple),Urbana,25 a 34 años,2009,26,8620,,80.44
Ambos sexos,América Latina (promedio simple),Urbana,35 a 44 años,2009,26,8620,,82.17
Ambos sexos,América Latina (promedio simple),Urbana,45 a 59 años,2009,26,8620,,75.44
Ambos sexos,América Latina (promedio simple),Urbana,60 años y más,2009,26,8620,,33.49
Hombres,América Latina (promedio simple),Urbana,Total (15 años y más),2009,26,8620,,77.67
Hombres,América Latina (promedio simple),Urbana,15 a 24 años,2009,26,8620,,57.7
Hombres,América Latina (promedio simple),Urbana,25 a 34 años,2009,26,8620,,94.47
Hombres,América Latina (promedio simple),Urbana,35 a 44 años,2009,26,8620,,96.45
Hombres,América Latina (promedio simple),Urbana,45 a 59 años,2009,26,8620,,92.46
Hombres,América Latina (promedio simple),Urbana,60 años y más,2009,26,8620,,48.43
Mujeres,América Latina (promedio simple),Urbana,Total (15 años y más),2009,26,8620,,52.35
Mujeres,América Latina (promedio simple),Urbana,15 a 24 años,2009,26,8620,,39.88
Mujeres,América Latina (promedio simple),Urbana,25 a 34 años,2009,26,8620,,67.89
Mujeres,América Latina (promedio simple),Urbana,35 a 44 años,2009,26,8620,,69.91
Mujeres,América Latina (promedio simple),Urbana,45 a 59 años,2009,26,8620,,60.84
Mujeres,América Latina (promedio simple),Urbana,60 años y más,2009,26,8620,,21.77
Ambos sexos,América Latina (promedio simple),Rural,Total (15 años y más),2009,26,8620,,64.6
Ambos sexos,América Latina (promedio simple),Rural,15 a 24 años,2009,26,8620,,54.71
Ambos sexos,América Latina (promedio simple),Rural,25 a 34 años,2009,26,8620,,73.46
Ambos sexos,América Latina (promedio simple),Rural,35 a 44 años,2009,26,8620,,75.89
Ambos sexos,América Latina (promedio simple),Rural,45 a 59 años,2009,26,8620,,73.19
Ambos sexos,América Latina (promedio simple),Rural,60 años y más,2009,26,8620,,48.94
Hombres,América Latina (promedio simple),Rural,Total (15 años y más),2009,26,8620,,84.84
Hombres,América Latina (promedio simple),Rural,15 a 24 años,2009,26,8620,,73.57
Hombres,América Latina (promedio simple),Rural,25 a 34 años,2009,26,8620,,95.81
Hombres,América Latina (promedio simple),Rural,35 a 44 años,2009,26,8620,,96.8
Hombres,América Latina (promedio simple),Rural,45 a 59 años,2009,26,8620,,95.02
Hombres,América Latina (promedio simple),Rural,60 años y más,2009,26,8620,,67.94
Mujeres,América Latina (promedio simple),Rural,Total (15 años y más),2009,26,8620,,44.15
Mujeres,América Latina (promedio simple),Rural,15 a 24 años,2009,26,8620,,34.95
Mujeres,América Latina (promedio simple),Rural,25 a 34 años,2009,26,8620,,52.28
Mujeres,América Latina (promedio simple),Rural,35 a 44 años,2009,26,8620,,55.88
Mujeres,América Latina (promedio simple),Rural,45 a 59 años,2009,26,8620,,51.21
Mujeres,América Latina (promedio simple),Rural,60 años y más,2009,26,8620,,28.37
Ambos sexos,América Latina (promedio simple),Nacional,Total (15 años y más),2010,26,8620,,64.17
Ambos sexos,América Latina (promedio simple),Nacional,15 a 24 años,2010,26,8620,,50.54
Ambos sexos,América Latina (promedio simple),Nacional,25 a 34 años,2010,26,8620,,78.5
Ambos sexos,América Latina (promedio simple),Nacional,35 a 44 años,2010,26,8620,,80.35
Ambos sexos,América Latina (promedio simple),Nacional,45 a 59 años,2010,26,8620,,74.6
Ambos sexos,América Latina (promedio simple),Nacional,60 años y más,2010,26,8620,,38.49
Hombres,América Latina (promedio simple),Nacional,Total (15 años y más),2010,26,8620,,79.69
Hombres,América Latina (promedio simple),Nacional,15 a 24 años,2010,26,8620,,62.68
Hombres,América Latina (promedio simple),Nacional,25 a 34 años,2010,26,8620,,94.73
Hombres,América Latina (promedio simple),Nacional,35 a 44 años,2010,26,8620,,96.47
Hombres,América Latina (promedio simple),Nacional,45 a 59 años,2010,26,8620,,92.99
Hombres,América Latina (promedio simple),Nacional,60 años y más,2010,26,8620,,55.21
Mujeres,América Latina (promedio simple),Nacional,Total (15 años y más),2010,26,8620,,49.96
Mujeres,América Latina (promedio simple),Nacional,15 a 24 años,2010,26,8620,,38.37
Mujeres,América Latina (promedio simple),Nacional,25 a 34 años,2010,26,8620,,63.84
Mujeres,América Latina (promedio simple),Nacional,35 a 44 años,2010,26,8620,,66.11
Mujeres,América Latina (promedio simple),Nacional,45 a 59 años,2010,26,8620,,58.39
Mujeres,América Latina (promedio simple),Nacional,60 años y más,2010,26,8620,,23.95
Ambos sexos,América Latina (promedio simple),Urbana,Total (15 años y más),2010,26,8620,,63.98
Ambos sexos,América Latina (promedio simple),Urbana,15 a 24 años,2010,26,8620,,47.93
Ambos sexos,América Latina (promedio simple),Urbana,25 a 34 años,2010,26,8620,,80.63
Ambos sexos,América Latina (promedio simple),Urbana,35 a 44 años,2010,26,8620,,82.58
Ambos sexos,América Latina (promedio simple),Urbana,45 a 59 años,2010,26,8620,,75.39
Ambos sexos,América Latina (promedio simple),Urbana,60 años y más,2010,26,8620,,33.11
Hombres,América Latina (promedio simple),Urbana,Total (15 años y más),2010,26,8620,,77.16
Hombres,América Latina (promedio simple),Urbana,15 a 24 años,2010,26,8620,,56.78
Hombres,América Latina (promedio simple),Urbana,25 a 34 años,2010,26,8620,,94.25
Hombres,América Latina (promedio simple),Urbana,35 a 44 años,2010,26,8620,,96.34
Hombres,América Latina (promedio simple),Urbana,45 a 59 años,2010,26,8620,,92.15
Hombres,América Latina (promedio simple),Urbana,60 años y más,2010,26,8620,,47.84
Mujeres,América Latina (promedio simple),Urbana,Total (15 años y más),2010,26,8620,,52.3
Mujeres,América Latina (promedio simple),Urbana,15 a 24 años,2010,26,8620,,39.26
Mujeres,América Latina (promedio simple),Urbana,25 a 34 años,2010,26,8620,,68.43
Mujeres,América Latina (promedio simple),Urbana,35 a 44 años,2010,26,8620,,70.48
Mujeres,América Latina (promedio simple),Urbana,45 a 59 años,2010,26,8620,,61.22
Mujeres,América Latina (promedio simple),Urbana,60 años y más,2010,26,8620,,21.52
Ambos sexos,América Latina (promedio simple),Rural,Total (15 años y más),2010,26,8620,,64.39
Ambos sexos,América Latina (promedio simple),Rural,15 a 24 años,2010,26,8620,,53.93
Ambos sexos,América Latina (promedio simple),Rural,25 a 34 años,2010,26,8620,,73.47
Ambos sexos,América Latina (promedio simple),Rural,35 a 44 años,2010,26,8620,,75.89
Ambos sexos,América Latina (promedio simple),Rural,45 a 59 años,2010,26,8620,,73.34
Ambos sexos,América Latina (promedio simple),Rural,60 años y más,2010,26,8620,,48.91
Hombres,América Latina (promedio simple),Rural,Total (15 años y más),2010,26,8620,,84.5
Hombres,América Latina (promedio simple),Rural,15 a 24 años,2010,26,8620,,72.68
Hombres,América Latina (promedio simple),Rural,25 a 34 años,2010,26,8620,,95.97
Hombres,América Latina (promedio simple),Rural,35 a 44 años,2010,26,8620,,96.81
Hombres,América Latina (promedio simple),Rural,45 a 59 años,2010,26,8620,,94.87
Hombres,América Latina (promedio simple),Rural,60 años y más,2010,26,8620,,67.69
Mujeres,América Latina (promedio simple),Rural,Total (15 años y más),2010,26,8620,,43.93
Mujeres,América Latina (promedio simple),Rural,15 a 24 años,2010,26,8620,,34.03
Mujeres,América Latina (promedio simple),Rural,25 a 34 años,2010,26,8620,,52.07
Mujeres,América Latina (promedio simple),Rural,35 a 44 años,2010,26,8620,,56.12
Mujeres,América Latina (promedio simple),Rural,45 a 59 años,2010,26,8620,,51.34
Mujeres,América Latina (promedio simple),Rural,60 años y más,2010,26,8620,,28.45
Ambos sexos,América Latina (promedio simple),Nacional,Total (15 años y más),2011,26,8620,,64.05
Ambos sexos,América Latina (promedio simple),Nacional,15 a 24 años,2011,26,8620,,50.04
Ambos sexos,América Latina (promedio simple),Nacional,25 a 34 años,2011,26,8620,,78.49
Ambos sexos,América Latina (promedio simple),Nacional,35 a 44 años,2011,26,8620,,80.29
Ambos sexos,América Latina (promedio simple),Nacional,45 a 59 años,2011,26,8620,,74.48
Ambos sexos,América Latina (promedio simple),Nacional,60 años y más,2011,26,8620,,38.37
Hombres,América Latina (promedio simple),Nacional,Total (15 años y más),2011,26,8620,,79.56
Hombres,América Latina (promedio simple),Nacional,15 a 24 años,2011,26,8620,,62.21
Hombres,América Latina (promedio simple),Nacional,25 a 34 años,2011,26,8620,,94.59
Hombres,América Latina (promedio simple),Nacional,35 a 44 años,2011,26,8620,,96.51
Hombres,América Latina (promedio simple),Nacional,45 a 59 años,2011,26,8620,,92.93
Hombres,América Latina (promedio simple),Nacional,60 años y más,2011,26,8620,,55.01
Mujeres,América Latina (promedio simple),Nacional,Total (15 años y más),2011,26,8620,,49.91
Mujeres,América Latina (promedio simple),Nacional,15 a 24 años,2011,26,8620,,37.92
Mujeres,América Latina (promedio simple),Nacional,25 a 34 años,2011,26,8620,,63.96
Mujeres,América Latina (promedio simple),Nacional,35 a 44 años,2011,26,8620,,66.24
Mujeres,América Latina (promedio simple),Nacional,45 a 59 años,2011,26,8620,,58.23
Mujeres,América Latina (promedio simple),Nacional,60 años y más,2011,26,8620,,23.96
Ambos sexos,América Latina (promedio simple),Urbana,Total (15 años y más),2011,26,8620,,63.97
Ambos sexos,América Latina (promedio simple),Urbana,15 a 24 años,2011,26,8620,,47.51
Ambos sexos,América Latina (promedio simple),Urbana,25 a 34 años,2011,26,8620,,80.56
Ambos sexos,América Latina (promedio simple),Urbana,35 a 44 años,2011,26,8620,,82.55
Ambos sexos,América Latina (promedio simple),Urbana,45 a 59 años,2011,26,8620,,75.43
Ambos sexos,América Latina (promedio simple),Urbana,60 años y más,2011,26,8620,,33.29
Hombres,América Latina (promedio simple),Urbana,Total (15 años y más),2011,26,8620,,77.15
Hombres,América Latina (promedio simple),Urbana,15 a 24 años,2011,26,8620,,56.45
Hombres,América Latina (promedio simple),Urbana,25 a 34 años,2011,26,8620,,94
Hombres,América Latina (promedio simple),Urbana,35 a 44 años,2011,26,8620,,96.46
Hombres,América Latina (promedio simple),Urbana,45 a 59 años,2011,26,8620,,92.16
Hombres,América Latina (promedio simple),Urbana,60 años y más,2011,26,8620,,47.77
Mujeres,América Latina (promedio simple),Urbana,Total (15 años y más),2011,26,8620,,52.35
Mujeres,América Latina (promedio simple),Urbana,15 a 24 años,2011,26,8620,,38.8
Mujeres,América Latina (promedio simple),Urbana,25 a 34 años,2011,26,8620,,68.45
Mujeres,América Latina (promedio simple),Urbana,35 a 44 años,2011,26,8620,,70.67
Mujeres,América Latina (promedio simple),Urbana,45 a 59 años,2011,26,8620,,61.2
Mujeres,América Latina (promedio simple),Urbana,60 años y más,2011,26,8620,,21.94
Ambos sexos,América Latina (promedio simple),Rural,Total (15 años y más),2011,26,8620,,64.04
Ambos sexos,América Latina (promedio simple),Rural,15 a 24 años,2011,26,8620,,53.62
Ambos sexos,América Latina (promedio simple),Rural,25 a 34 años,2011,26,8620,,73.52
Ambos sexos,América Latina (promedio simple),Rural,35 a 44 años,2011,26,8620,,75.7
Ambos sexos,América Latina (promedio simple),Rural,45 a 59 años,2011,26,8620,,72.83
Ambos sexos,América Latina (promedio simple),Rural,60 años y más,2011,26,8620,,48.44
Hombres,América Latina (promedio simple),Rural,Total (15 años y más),2011,26,8620,,84.19
Hombres,América Latina (promedio simple),Rural,15 a 24 años,2011,26,8620,,71.95
Hombres,América Latina (promedio simple),Rural,25 a 34 años,2011,26,8620,,96.06
Hombres,América Latina (promedio simple),Rural,35 a 44 años,2011,26,8620,,96.72
Hombres,América Latina (promedio simple),Rural,45 a 59 años,2011,26,8620,,94.7
Hombres,América Latina (promedio simple),Rural,60 años y más,2011,26,8620,,67.55
Mujeres,América Latina (promedio simple),Rural,Total (15 años y más),2011,26,8620,,43.65
Mujeres,América Latina (promedio simple),Rural,15 a 24 años,2011,26,8620,,34.12
Mujeres,América Latina (promedio simple),Rural,25 a 34 años,2011,26,8620,,52.17
Mujeres,América Latina (promedio simple),Rural,35 a 44 años,2011,26,8620,,55.9
Mujeres,América Latina (promedio simple),Rural,45 a 59 años,2011,26,8620,,50.85
Mujeres,América Latina (promedio simple),Rural,60 años y más,2011,26,8620,,27.85
Ambos sexos,América Latina (promedio simple),Nacional,Total (15 años y más),2012,26,8620,,64.04
Ambos sexos,América Latina (promedio simple),Nacional,15 a 24 años,2012,26,8620,,49.59
Ambos sexos,América Latina (promedio simple),Nacional,25 a 34 años,2012,26,8620,,78.65
Ambos sexos,América Latina (promedio simple),Nacional,35 a 44 años,2012,26,8620,,80.57
Ambos sexos,América Latina (promedio simple),Nacional,45 a 59 años,2012,26,8620,,74.96
Ambos sexos,América Latina (promedio simple),Nacional,60 años y más,2012,26,8620,,38.54
Hombres,América Latina (promedio simple),Nacional,Total (15 años y más),2012,26,8620,,79.28
Hombres,América Latina (promedio simple),Nacional,15 a 24 años,2012,26,8620,,61.72
Hombres,América Latina (promedio simple),Nacional,25 a 34 años,2012,26,8620,,94.36
Hombres,América Latina (promedio simple),Nacional,35 a 44 años,2012,26,8620,,96.26
Hombres,América Latina (promedio simple),Nacional,45 a 59 años,2012,26,8620,,92.85
Hombres,América Latina (promedio simple),Nacional,60 años y más,2012,26,8620,,54.92
Mujeres,América Latina (promedio simple),Nacional,Total (15 años y más),2012,26,8620,,50.15
Mujeres,América Latina (promedio simple),Nacional,15 a 24 años,2012,26,8620,,37.4
Mujeres,América Latina (promedio simple),Nacional,25 a 34 años,2012,26,8620,,64.43
Mujeres,América Latina (promedio simple),Nacional,35 a 44 años,2012,26,8620,,66.76
Mujeres,América Latina (promedio simple),Nacional,45 a 59 años,2012,26,8620,,59.3
Mujeres,América Latina (promedio simple),Nacional,60 años y más,2012,26,8620,,24.59
Ambos sexos,América Latina (promedio simple),Urbana,Total (15 años y más),2012,26,8620,,63.98
