Sexo,País,Ocupados baja productividad,Años,id_fuente,ids_notas,iso3,valor
Hombres,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2009,26,8612,CRI,1.1
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2010,26,8613,CRI,1.1
Mujeres,Costa Rica,B1. Asalariados: Profesionales y técnicos,2012,26,8613,CRI,1.1
Hombres,Costa Rica,C. Empleo doméstico,2015,26,8613,CRI,1.1
Hombres,Costa Rica,C. Empleo doméstico,2016,26,8613,CRI,1.1
Hombres,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2017,26,8613,CRI,1.1
Hombres,Costa Rica,C. Empleo doméstico,2018,26,8613,CRI,1.1
Hombres,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2018,26,8613,CRI,1.1
Ambos sexos,Costa Rica,B1. Asalariados: Profesionales y técnicos,2019,26,8613,CRI,1.1
Hombres,Costa Rica,B1. Asalariados: Profesionales y técnicos,2019,26,8613,CRI,1.1
Hombres,Ecuador,B1. Asalariados: Profesionales y técnicos,2008,26,,ECU,1.1
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2009,26,,ECU,1.1
Mujeres,Ecuador,B1. Asalariados: Profesionales y técnicos,2010,26,,ECU,1.1
Mujeres,Ecuador,B1. Asalariados: Profesionales y técnicos,2013,26,,ECU,1.1
Mujeres,Ecuador,B1. Asalariados: Profesionales y técnicos,2016,26,,ECU,1.1
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2010,26,,SLV,1.1
Ambos sexos,El Salvador,B1. Asalariados: Profesionales y técnicos,2014,26,,SLV,1.1
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2014,26,,SLV,1.1
Mujeres,El Salvador,B1. Asalariados: Profesionales y técnicos,2014,26,,SLV,1.1
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2019,26,,SLV,1.1
Mujeres,Honduras,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2010,26,355,HND,1.1
Hombres,Honduras,B1. Asalariados: Profesionales y técnicos,2013,26,355,HND,1.1
Mujeres,Honduras,B1. Asalariados: Profesionales y técnicos,2015,26,8615,HND,1.1
Mujeres,Honduras,B1. Asalariados: Profesionales y técnicos,2016,26,8615,HND,1.1
Mujeres,Honduras,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2018,26,8615,HND,1.1
Mujeres,Honduras,B1. Asalariados: Profesionales y técnicos,2019,26,8615,HND,1.1
Hombres,México,B1. Asalariados: Profesionales y técnicos,2000,26,,MEX,1.1
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2001,26,10359,PAN,1.1
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2001,26,10359,PAN,1.1
Hombres,Panamá,B1. Asalariados: Profesionales y técnicos,2001,26,10359,PAN,1.1
Mujeres,Panamá,B1. Asalariados: Profesionales y técnicos,2001,26,10359,PAN,1.1
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2003,26,10359,PAN,1.1
Hombres,Panamá,C. Empleo doméstico,2004,26,10359,PAN,1.1
Mujeres,Panamá,A. Microempresa: Empleadores,2004,26,10359,PAN,1.1
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2005,26,10359,PAN,1.1
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2006,26,10359,PAN,1.1
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2013,26,10359,PAN,1.1
Hombres,Panamá,B1. Asalariados: Profesionales y técnicos,2013,26,10359,PAN,1.1
Hombres,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2014,26,10360,PAN,1.1
Mujeres,Panamá,A. Microempresa: Empleadores,2014,26,10360,PAN,1.1
Mujeres,Panamá,B1. Asalariados: Profesionales y técnicos,2018,26,10360,PAN,1.1
Ambos sexos,Paraguay,B1. Asalariados: Profesionales y técnicos,2002,26,9572,PRY,1.1
Ambos sexos,Paraguay,B1. Asalariados: Profesionales y técnicos,2005,26,337,PRY,1.1
Hombres,Paraguay,C. Empleo doméstico,2006,26,337,PRY,1.1
Hombres,Paraguay,C. Empleo doméstico,2012,26,337,PRY,1.1
Hombres,Perú,B1. Asalariados: Profesionales y técnicos,2010,26,8649,PER,1.1
Mujeres,República Dominicana,B1. Asalariados: Profesionales y técnicos,2003,26,8618,DOM,1.1
Hombres,República Dominicana,C. Empleo doméstico,2004,26,8618,DOM,1.1
Ambos sexos,República Dominicana,B1. Asalariados: Profesionales y técnicos,2007,26,8618,DOM,1.1
Hombres,República Dominicana,C. Empleo doméstico,2011,26,8618,DOM,1.1
Mujeres,República Dominicana,B1. Asalariados: Profesionales y técnicos,2012,26,8618,DOM,1.1
Mujeres,República Dominicana,B1. Asalariados: Profesionales y técnicos,2013,26,8618,DOM,1.1
Ambos sexos,República Dominicana,B1. Asalariados: Profesionales y técnicos,2016,26,8618,DOM,1.1
Hombres,Uruguay,C. Empleo doméstico,2003,26,,URY,1.1
Ambos sexos,Uruguay,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2005,26,,URY,1.1
Ambos sexos,Uruguay,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2019,26,,URY,1.1
Mujeres,Venezuela (República Bolivariana de),"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2006,26,,VEN,1.1
Mujeres,Venezuela (República Bolivariana de),"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2007,26,,VEN,1.1
Mujeres,Venezuela (República Bolivariana de),"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2009,26,,VEN,1.1
Mujeres,Venezuela (República Bolivariana de),"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2010,26,,VEN,1.1
Mujeres,Venezuela (República Bolivariana de),B1. Asalariados: Profesionales y técnicos,2014,26,,VEN,1.1
Mujeres,América Latina (promedio ponderado),B1. Asalariados: Profesionales y técnicos,2001,26,"8620,7766",,1
Hombres,América Latina (promedio simple),B1. Asalariados: Profesionales y técnicos,2009,26,"8620,7764",,1
Hombres,América Latina (promedio simple),B1. Asalariados: Profesionales y técnicos,2017,26,"8620,7764",,1
Ambos sexos,Argentina,B1. Asalariados: Profesionales y técnicos,2005,26,337,ARG,1
Hombres,Argentina,B1. Asalariados: Profesionales y técnicos,2005,26,337,ARG,1
Ambos sexos,Argentina,B1. Asalariados: Profesionales y técnicos,2006,26,337,ARG,1
Hombres,Argentina,B1. Asalariados: Profesionales y técnicos,2006,26,337,ARG,1
Mujeres,Argentina,B1. Asalariados: Profesionales y técnicos,2006,26,337,ARG,1
Hombres,Argentina,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2008,26,337,ARG,1
Hombres,Argentina,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2010,26,337,ARG,1
Ambos sexos,Argentina,B1. Asalariados: Profesionales y técnicos,2014,26,337,ARG,1
Ambos sexos,Argentina,B1. Asalariados: Profesionales y técnicos,2016,26,337,ARG,1
Hombres,Argentina,B1. Asalariados: Profesionales y técnicos,2016,26,337,ARG,1
Mujeres,Argentina,B1. Asalariados: Profesionales y técnicos,2016,26,337,ARG,1
Hombres,Argentina,B1. Asalariados: Profesionales y técnicos,2017,26,337,ARG,1
Hombres,Bolivia (Estado Plurinacional de),B1. Asalariados: Profesionales y técnicos,2000,26,,BOL,1
Hombres,Brasil,B1. Asalariados: Profesionales y técnicos,2006,26,8608,BRA,1
Hombres,Brasil,B1. Asalariados: Profesionales y técnicos,2012,26,8608,BRA,1
Mujeres,Chile,A. Microempresa: Empleadores,2009,26,,CHL,1
Hombres,Chile,B1. Asalariados: Profesionales y técnicos,2011,26,,CHL,1
Mujeres,Chile,A. Microempresa: Empleadores,2011,26,,CHL,1
Hombres,Chile,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2013,26,,CHL,1
Hombres,Chile,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2015,26,,CHL,1
Mujeres,Chile,B1. Asalariados: Profesionales y técnicos,2015,26,,CHL,1
Ambos sexos,Chile,B1. Asalariados: Profesionales y técnicos,2017,26,,CHL,1
Mujeres,Chile,A. Microempresa: Empleadores,2017,26,,CHL,1
Hombres,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2008,26,8612,CRI,1
Hombres,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2014,26,8613,CRI,1
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2015,26,8613,CRI,1
Mujeres,Costa Rica,B1. Asalariados: Profesionales y técnicos,2017,26,8613,CRI,1
Hombres,Costa Rica,C. Empleo doméstico,2019,26,8613,CRI,1
Mujeres,Costa Rica,B1. Asalariados: Profesionales y técnicos,2019,26,8613,CRI,1
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2006,26,,ECU,1
Hombres,Ecuador,B1. Asalariados: Profesionales y técnicos,2006,26,,ECU,1
Mujeres,Ecuador,B1. Asalariados: Profesionales y técnicos,2006,26,,ECU,1
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2007,26,,ECU,1
Mujeres,Ecuador,B1. Asalariados: Profesionales y técnicos,2012,26,,ECU,1
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2016,26,,ECU,1
Mujeres,Ecuador,B1. Asalariados: Profesionales y técnicos,2019,26,,ECU,1
Ambos sexos,El Salvador,B1. Asalariados: Profesionales y técnicos,2000,26,,SLV,1
Ambos sexos,El Salvador,B1. Asalariados: Profesionales y técnicos,2002,26,,SLV,1
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2005,26,,SLV,1
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2012,26,,SLV,1
Hombres,El Salvador,C. Empleo doméstico,2016,26,,SLV,1
Mujeres,El Salvador,B1. Asalariados: Profesionales y técnicos,2018,26,,SLV,1
Ambos sexos,El Salvador,B1. Asalariados: Profesionales y técnicos,2019,26,,SLV,1
Mujeres,El Salvador,B1. Asalariados: Profesionales y técnicos,2019,26,,SLV,1
Ambos sexos,Honduras,B1. Asalariados: Profesionales y técnicos,2001,26,355,HND,1
Hombres,Honduras,B1. Asalariados: Profesionales y técnicos,2001,26,355,HND,1
Mujeres,Honduras,B1. Asalariados: Profesionales y técnicos,2001,26,355,HND,1
Hombres,Honduras,B1. Asalariados: Profesionales y técnicos,2004,26,355,HND,1
Mujeres,Honduras,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2005,26,355,HND,1
Hombres,Honduras,B1. Asalariados: Profesionales y técnicos,2010,26,355,HND,1
Ambos sexos,Honduras,B1. Asalariados: Profesionales y técnicos,2011,26,355,HND,1
Hombres,Honduras,B1. Asalariados: Profesionales y técnicos,2012,26,355,HND,1
Mujeres,Honduras,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2013,26,355,HND,1
Ambos sexos,Honduras,B1. Asalariados: Profesionales y técnicos,2015,26,8615,HND,1
Ambos sexos,Honduras,B1. Asalariados: Profesionales y técnicos,2016,26,8615,HND,1
Hombres,Honduras,B1. Asalariados: Profesionales y técnicos,2016,26,8615,HND,1
Hombres,Honduras,C. Empleo doméstico,2018,26,8615,HND,1
Ambos sexos,México,B1. Asalariados: Profesionales y técnicos,2000,26,,MEX,1
Mujeres,México,B1. Asalariados: Profesionales y técnicos,2000,26,,MEX,1
Mujeres,México,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2012,26,,MEX,1
Mujeres,México,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2014,26,,MEX,1
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2000,26,10359,PAN,1
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2000,26,10359,PAN,1
Hombres,Panamá,B1. Asalariados: Profesionales y técnicos,2000,26,10359,PAN,1
Mujeres,Panamá,B1. Asalariados: Profesionales y técnicos,2000,26,10359,PAN,1
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2002,26,10359,PAN,1
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2002,26,10359,PAN,1
Hombres,Panamá,B1. Asalariados: Profesionales y técnicos,2002,26,10359,PAN,1
Hombres,Panamá,C. Empleo doméstico,2002,26,10359,PAN,1
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2003,26,10359,PAN,1
Mujeres,Panamá,B1. Asalariados: Profesionales y técnicos,2004,26,10359,PAN,1
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2006,26,10359,PAN,1
Mujeres,Panamá,B1. Asalariados: Profesionales y técnicos,2008,26,10359,PAN,1
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2011,26,10359,PAN,1
Hombres,Panamá,C. Empleo doméstico,2013,26,10359,PAN,1
Mujeres,Panamá,B1. Asalariados: Profesionales y técnicos,2015,26,10360,PAN,1
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2016,26,10360,PAN,1
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2017,26,10360,PAN,1
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2018,26,10360,PAN,1
Hombres,Paraguay,C. Empleo doméstico,2010,26,337,PRY,1
Hombres,Paraguay,C. Empleo doméstico,2011,26,337,PRY,1
Hombres,Paraguay,C. Empleo doméstico,2016,26,337,PRY,1
Hombres,Paraguay,C. Empleo doméstico,2017,26,,PRY,1
Ambos sexos,República Dominicana,B1. Asalariados: Profesionales y técnicos,2004,26,8618,DOM,1
Hombres,República Dominicana,C. Empleo doméstico,2007,26,8618,DOM,1
Hombres,República Dominicana,B1. Asalariados: Profesionales y técnicos,2008,26,8618,DOM,1
Hombres,República Dominicana,C. Empleo doméstico,2008,26,8618,DOM,1
Ambos sexos,República Dominicana,B1. Asalariados: Profesionales y técnicos,2019,26,8619,DOM,1
Ambos sexos,Uruguay,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2000,26,,URY,1
Ambos sexos,Uruguay,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2001,26,,URY,1
Ambos sexos,Uruguay,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2012,26,,URY,1
Mujeres,Venezuela (República Bolivariana de),"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2001,26,,VEN,1
Mujeres,Venezuela (República Bolivariana de),B1. Asalariados: Profesionales y técnicos,2004,26,,VEN,1
Mujeres,Venezuela (República Bolivariana de),B1. Asalariados: Profesionales y técnicos,2010,26,,VEN,1
Mujeres,Venezuela (República Bolivariana de),B1. Asalariados: Profesionales y técnicos,2013,26,,VEN,1
Ambos sexos,América Latina (promedio ponderado),B1. Asalariados: Profesionales y técnicos,2001,26,"8620,7766",,0.9
Hombres,Argentina,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2003,26,337,ARG,0.9
Hombres,Argentina,B1. Asalariados: Profesionales y técnicos,2013,26,337,ARG,0.9
Ambos sexos,Bolivia (Estado Plurinacional de),B1. Asalariados: Profesionales y técnicos,2002,26,,BOL,0.9
Mujeres,Bolivia (Estado Plurinacional de),B1. Asalariados: Profesionales y técnicos,2002,26,,BOL,0.9
Hombres,Brasil,C. Empleo doméstico,2002,26,8608,BRA,0.9
Hombres,Brasil,C. Empleo doméstico,2009,26,8608,BRA,0.9
Hombres,Brasil,C. Empleo doméstico,2011,26,8608,BRA,0.9
Ambos sexos,Chile,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2003,26,,CHL,0.9
Mujeres,Chile,B1. Asalariados: Profesionales y técnicos,2003,26,,CHL,0.9
Mujeres,Chile,B1. Asalariados: Profesionales y técnicos,2006,26,,CHL,0.9
Ambos sexos,Chile,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2009,26,,CHL,0.9
Mujeres,Chile,B1. Asalariados: Profesionales y técnicos,2009,26,,CHL,0.9
Hombres,Chile,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2011,26,,CHL,0.9
Ambos sexos,Chile,B1. Asalariados: Profesionales y técnicos,2015,26,,CHL,0.9
Mujeres,Colombia,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2004,26,"8610,6442",COL,0.9
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2001,26,8612,CRI,0.9
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2004,26,8612,CRI,0.9
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2006,26,8612,CRI,0.9
Hombres,Costa Rica,C. Empleo doméstico,2010,26,8613,CRI,0.9
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2011,26,8613,CRI,0.9
Hombres,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2012,26,8613,CRI,0.9
Hombres,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2013,26,8613,CRI,0.9
Hombres,Costa Rica,C. Empleo doméstico,2017,26,8613,CRI,0.9
Hombres,Ecuador,C. Empleo doméstico,2001,26,,ECU,0.9
Hombres,Ecuador,C. Empleo doméstico,2005,26,,ECU,0.9
Hombres,Ecuador,B1. Asalariados: Profesionales y técnicos,2009,26,,ECU,0.9
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2010,26,,ECU,0.9
Mujeres,Ecuador,B1. Asalariados: Profesionales y técnicos,2011,26,,ECU,0.9
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2013,26,,ECU,0.9
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2015,26,,ECU,0.9
Hombres,Ecuador,B1. Asalariados: Profesionales y técnicos,2016,26,,ECU,0.9
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2017,26,,ECU,0.9
Mujeres,Ecuador,B1. Asalariados: Profesionales y técnicos,2018,26,,ECU,0.9
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2019,26,,ECU,0.9
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2001,26,,SLV,0.9
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2007,26,,SLV,0.9
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2009,26,,SLV,0.9
Ambos sexos,El Salvador,B1. Asalariados: Profesionales y técnicos,2010,26,,SLV,0.9
Ambos sexos,El Salvador,B1. Asalariados: Profesionales y técnicos,2013,26,,SLV,0.9
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2013,26,,SLV,0.9
Mujeres,El Salvador,B1. Asalariados: Profesionales y técnicos,2013,26,,SLV,0.9
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2015,26,,SLV,0.9
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2016,26,,SLV,0.9
Hombres,El Salvador,C. Empleo doméstico,2017,26,,SLV,0.9
Ambos sexos,El Salvador,B1. Asalariados: Profesionales y técnicos,2018,26,,SLV,0.9
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2018,26,,SLV,0.9
Ambos sexos,Guatemala,B1. Asalariados: Profesionales y técnicos,2014,26,,GTM,0.9
Ambos sexos,Honduras,B1. Asalariados: Profesionales y técnicos,2004,26,355,HND,0.9
Mujeres,Honduras,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2011,26,355,HND,0.9
Ambos sexos,Honduras,B1. Asalariados: Profesionales y técnicos,2013,26,355,HND,0.9
Hombres,Honduras,B1. Asalariados: Profesionales y técnicos,2015,26,8615,HND,0.9
Mujeres,Honduras,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2016,26,8615,HND,0.9
Ambos sexos,Honduras,B1. Asalariados: Profesionales y técnicos,2018,26,8615,HND,0.9
Mujeres,Honduras,B1. Asalariados: Profesionales y técnicos,2018,26,8615,HND,0.9
Hombres,México,C. Empleo doméstico,2000,26,,MEX,0.9
Mujeres,México,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2008,26,,MEX,0.9
Mujeres,Panamá,B1. Asalariados: Profesionales y técnicos,2002,26,10359,PAN,0.9
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2004,26,10359,PAN,0.9
Hombres,Panamá,C. Empleo doméstico,2007,26,10359,PAN,0.9
Hombres,Panamá,C. Empleo doméstico,2008,26,10359,PAN,0.9
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2009,26,10359,PAN,0.9
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2009,26,10359,PAN,0.9
Hombres,Panamá,C. Empleo doméstico,2009,26,10359,PAN,0.9
Hombres,Panamá,C. Empleo doméstico,2011,26,10359,PAN,0.9
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2013,26,10359,PAN,0.9
Mujeres,Panamá,A. Microempresa: Empleadores,2013,26,10359,PAN,0.9
Hombres,Panamá,B1. Asalariados: Profesionales y técnicos,2014,26,10360,PAN,0.9
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2017,26,10360,PAN,0.9
Hombres,Panamá,C. Empleo doméstico,2018,26,10360,PAN,0.9
Ambos sexos,Panamá,B1. Asalariados: Profesionales y técnicos,2019,26,10360,PAN,0.9
Ambos sexos,Panamá,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2019,26,10360,PAN,0.9
Mujeres,Paraguay,B1. Asalariados: Profesionales y técnicos,2002,26,9572,PRY,0.9
Hombres,Paraguay,C. Empleo doméstico,2019,26,,PRY,0.9
Ambos sexos,República Dominicana,B1. Asalariados: Profesionales y técnicos,2001,26,8618,DOM,0.9
Ambos sexos,República Dominicana,B1. Asalariados: Profesionales y técnicos,2003,26,8618,DOM,0.9
Hombres,República Dominicana,B1. Asalariados: Profesionales y técnicos,2003,26,8618,DOM,0.9
Hombres,República Dominicana,C. Empleo doméstico,2005,26,8618,DOM,0.9
Ambos sexos,República Dominicana,B1. Asalariados: Profesionales y técnicos,2006,26,8618,DOM,0.9
Hombres,República Dominicana,B1. Asalariados: Profesionales y técnicos,2006,26,8618,DOM,0.9
Mujeres,República Dominicana,B1. Asalariados: Profesionales y técnicos,2006,26,8618,DOM,0.9
Hombres,República Dominicana,B1. Asalariados: Profesionales y técnicos,2007,26,8618,DOM,0.9
Ambos sexos,República Dominicana,B1. Asalariados: Profesionales y técnicos,2008,26,8618,DOM,0.9
Ambos sexos,República Dominicana,B1. Asalariados: Profesionales y técnicos,2018,26,8619,DOM,0.9
Hombres,Uruguay,C. Empleo doméstico,2002,26,,URY,0.9
Hombres,Uruguay,C. Empleo doméstico,2004,26,,URY,0.9
Hombres,Uruguay,C. Empleo doméstico,2007,26,,URY,0.9
Hombres,Uruguay,C. Empleo doméstico,2009,26,,URY,0.9
Hombres,Uruguay,C. Empleo doméstico,2010,26,,URY,0.9
Hombres,Venezuela (República Bolivariana de),B1. Asalariados: Profesionales y técnicos,2005,26,,VEN,0.9
Mujeres,Venezuela (República Bolivariana de),B1. Asalariados: Profesionales y técnicos,2009,26,,VEN,0.9
Mujeres,Venezuela (República Bolivariana de),"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2011,26,,VEN,0.9
Mujeres,Venezuela (República Bolivariana de),B1. Asalariados: Profesionales y técnicos,2012,26,,VEN,0.9
Mujeres,Venezuela (República Bolivariana de),"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2012,26,,VEN,0.9
Mujeres,Venezuela (República Bolivariana de),"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2013,26,,VEN,0.9
Hombres,América Latina (promedio ponderado),B1. Asalariados: Profesionales y técnicos,2001,26,"8620,7766",,0.8
Hombres,Argentina,B1. Asalariados: Profesionales y técnicos,2014,26,337,ARG,0.8
Ambos sexos,Bolivia (Estado Plurinacional de),B1. Asalariados: Profesionales y técnicos,2001,26,,BOL,0.8
Hombres,Bolivia (Estado Plurinacional de),B1. Asalariados: Profesionales y técnicos,2001,26,,BOL,0.8
Mujeres,Bolivia (Estado Plurinacional de),B1. Asalariados: Profesionales y técnicos,2001,26,,BOL,0.8
Hombres,Bolivia (Estado Plurinacional de),B1. Asalariados: Profesionales y técnicos,2002,26,,BOL,0.8
Hombres,Brasil,C. Empleo doméstico,2001,26,8608,BRA,0.8
Hombres,Brasil,C. Empleo doméstico,2003,26,8608,BRA,0.8
Hombres,Brasil,C. Empleo doméstico,2005,26,8608,BRA,0.8
Hombres,Brasil,C. Empleo doméstico,2006,26,8608,BRA,0.8
Hombres,Brasil,C. Empleo doméstico,2012,26,8608,BRA,0.8
Hombres,Brasil,C. Empleo doméstico,2013,26,8608,BRA,0.8
Hombres,Brasil,C. Empleo doméstico,2014,26,8608,BRA,0.8
Hombres,Brasil,C. Empleo doméstico,2015,26,8608,BRA,0.8
Ambos sexos,Chile,B1. Asalariados: Profesionales y técnicos,2000,26,,CHL,0.8
Ambos sexos,Chile,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2000,26,,CHL,0.8
Hombres,Chile,B1. Asalariados: Profesionales y técnicos,2000,26,,CHL,0.8
Mujeres,Chile,B1. Asalariados: Profesionales y técnicos,2000,26,,CHL,0.8
Ambos sexos,Chile,B1. Asalariados: Profesionales y técnicos,2003,26,,CHL,0.8
Ambos sexos,Chile,B1. Asalariados: Profesionales y técnicos,2009,26,,CHL,0.8
Hombres,Chile,B1. Asalariados: Profesionales y técnicos,2009,26,,CHL,0.8
Mujeres,Chile,A. Microempresa: Empleadores,2013,26,,CHL,0.8
Ambos sexos,Chile,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2017,26,,CHL,0.8
Hombres,Chile,B1. Asalariados: Profesionales y técnicos,2017,26,,CHL,0.8
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2002,26,8612,CRI,0.8
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2005,26,8612,CRI,0.8
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2007,26,8612,CRI,0.8
Hombres,Costa Rica,C. Empleo doméstico,2014,26,8613,CRI,0.8
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2016,26,8613,CRI,0.8
Ambos sexos,Costa Rica,"D3. Trab. Indep. no calificados: Agricultura, ganadería y otros",2019,26,8613,CRI,0.8
Hombres,Ecuador,B1. Asalariados: Profesionales y técnicos,2007,26,,ECU,0.8
Hombres,Ecuador,B1. Asalariados: Profesionales y técnicos,2010,26,,ECU,0.8
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2012,26,,ECU,0.8
Hombres,Ecuador,B1. Asalariados: Profesionales y técnicos,2013,26,,ECU,0.8
Ambos sexos,Ecuador,B1. Asalariados: Profesionales y técnicos,2018,26,,ECU,0.8
Ambos sexos,El Salvador,B1. Asalariados: Profesionales y técnicos,2001,26,,SLV,0.8
Mujeres,El Salvador,B1. Asalariados: Profesionales y técnicos,2002,26,,SLV,0.8
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2003,26,,SLV,0.8
Hombres,El Salvador,B1. Asalariados: Profesionales y técnicos,2004,26,,SLV,0.8
