País,Área geográfica,Servicios básicos_(EH),Años,id_fuente,ids_notas,iso3,valor
Honduras,Rural,Agua,2018,26,8615,HND,77.2
Honduras,Rural,Desague,2018,26,8615,HND,33.9
Honduras,Rural,Electricidad,2018,26,8615,HND,74.1
Honduras,Urbana,Agua,2018,26,8615,HND,92.8
Honduras,Urbana,Desague,2018,26,8615,HND,64.4
Honduras,Urbana,Electricidad,2018,26,8615,HND,98.7
Honduras,Nacional,Agua,2019,26,8615,HND,87.8
Honduras,Nacional,Desague,2019,26,8615,HND,50.3
Honduras,Nacional,Electricidad,2019,26,8615,HND,89.4
Honduras,Rural,Agua,2019,26,8615,HND,78.8
Honduras,Rural,Desague,2019,26,8615,HND,30.5
Honduras,Rural,Electricidad,2019,26,8615,HND,76.7
Honduras,Urbana,Agua,2019,26,8615,HND,94.6
Honduras,Urbana,Desague,2019,26,8615,HND,65.5
Honduras,Urbana,Electricidad,2019,26,8615,HND,99.1
México,Nacional,Agua,2000,26,,MEX,89.8
México,Nacional,Desague,2000,26,,MEX,89.2
México,Nacional,Electricidad,2000,26,,MEX,97.2
México,Rural,Agua,2000,26,,MEX,74.2
México,Rural,Desague,2000,26,,MEX,89.9
México,Rural,Electricidad,2000,26,,MEX,90.2
México,Urbana,Agua,2000,26,,MEX,94.5
México,Urbana,Desague,2000,26,,MEX,89.2
México,Urbana,Electricidad,2000,26,,MEX,99.3
México,Nacional,Agua,2002,26,,MEX,89.9
México,Nacional,Desague,2002,26,,MEX,90
México,Nacional,Electricidad,2002,26,,MEX,95.6
México,Rural,Agua,2002,26,,MEX,70.6
México,Rural,Desague,2002,26,,MEX,84.6
México,Rural,Electricidad,2002,26,,MEX,89
México,Urbana,Agua,2002,26,,MEX,95.8
México,Urbana,Desague,2002,26,,MEX,90.7
México,Urbana,Electricidad,2002,26,,MEX,97.6
México,Nacional,Agua,2004,26,,MEX,88.7
México,Nacional,Desague,2004,26,,MEX,83.1
México,Nacional,Electricidad,2004,26,,MEX,97
México,Rural,Agua,2004,26,,MEX,75.2
México,Rural,Desague,2004,26,,MEX,75.5
México,Rural,Electricidad,2004,26,,MEX,92.4
México,Urbana,Agua,2004,26,,MEX,92.6
México,Urbana,Desague,2004,26,,MEX,85
México,Urbana,Electricidad,2004,26,,MEX,98.4
México,Nacional,Agua,2006,26,,MEX,90.5
México,Nacional,Desague,2006,26,,MEX,80.3
México,Nacional,Electricidad,2006,26,,MEX,98.3
México,Rural,Agua,2006,26,,MEX,78.1
México,Rural,Desague,2006,26,,MEX,64.8
México,Rural,Electricidad,2006,26,,MEX,94.9
México,Urbana,Agua,2006,26,,MEX,94.1
México,Urbana,Desague,2006,26,,MEX,84.7
México,Urbana,Electricidad,2006,26,,MEX,99.3
México,Nacional,Agua,2008,26,,MEX,88.8
México,Nacional,Desague,2008,26,,MEX,81.8
México,Nacional,Electricidad,2008,26,,MEX,98
México,Rural,Agua,2008,26,,MEX,69.5
México,Rural,Desague,2008,26,,MEX,64.9
México,Rural,Electricidad,2008,26,,MEX,93.2
México,Urbana,Agua,2008,26,,MEX,94.2
México,Urbana,Desague,2008,26,,MEX,86.4
México,Urbana,Electricidad,2008,26,,MEX,99.3
México,Nacional,Agua,2010,26,,MEX,91.6
México,Nacional,Desague,2010,26,,MEX,83
México,Nacional,Electricidad,2010,26,,MEX,98.3
México,Rural,Agua,2010,26,,MEX,76.7
México,Rural,Desague,2010,26,,MEX,66.8
México,Rural,Electricidad,2010,26,,MEX,95
México,Urbana,Agua,2010,26,,MEX,95.7
México,Urbana,Desague,2010,26,,MEX,87.4
México,Urbana,Electricidad,2010,26,,MEX,99.3
México,Nacional,Agua,2012,26,,MEX,91.8
México,Nacional,Desague,2012,26,,MEX,84.8
México,Nacional,Electricidad,2012,26,,MEX,98.5
México,Rural,Agua,2012,26,,MEX,78.1
México,Rural,Desague,2012,26,,MEX,73.3
México,Rural,Electricidad,2012,26,,MEX,95.7
México,Urbana,Agua,2012,26,,MEX,95.6
México,Urbana,Desague,2012,26,,MEX,88.1
México,Urbana,Electricidad,2012,26,,MEX,99.3
México,Nacional,Agua,2014,26,,MEX,92.4
México,Nacional,Desague,2014,26,,MEX,85.4
México,Nacional,Electricidad,2014,26,,MEX,98.6
México,Rural,Agua,2014,26,,MEX,79.9
México,Rural,Desague,2014,26,,MEX,75.4
México,Rural,Electricidad,2014,26,,MEX,96.1
México,Urbana,Agua,2014,26,,MEX,95.9
México,Urbana,Desague,2014,26,,MEX,88.2
México,Urbana,Electricidad,2014,26,,MEX,99.3
México,Nacional,Agua,2016,26,,MEX,92.9
México,Nacional,Desague,2016,26,,MEX,86.9
México,Nacional,Electricidad,2016,26,,MEX,98.9
México,Rural,Agua,2016,26,,MEX,81
México,Rural,Desague,2016,26,,MEX,78.1
México,Rural,Electricidad,2016,26,,MEX,97
México,Urbana,Agua,2016,26,,MEX,96.1
México,Urbana,Desague,2016,26,,MEX,89.3
México,Urbana,Electricidad,2016,26,,MEX,99.5
México,Nacional,Agua,2018,26,,MEX,93
México,Nacional,Desague,2018,26,,MEX,87.5
México,Nacional,Electricidad,2018,26,,MEX,98.9
México,Rural,Agua,2018,26,,MEX,82.2
México,Rural,Desague,2018,26,,MEX,80.4
México,Rural,Electricidad,2018,26,,MEX,97.2
México,Urbana,Agua,2018,26,,MEX,96.2
México,Urbana,Desague,2018,26,,MEX,89.6
México,Urbana,Electricidad,2018,26,,MEX,99.4
Nicaragua,Nacional,Agua,2001,26,,NIC,64.2
Nicaragua,Nacional,Desague,2001,26,,NIC,17.3
Nicaragua,Nacional,Electricidad,2001,26,,NIC,72.2
Nicaragua,Rural,Agua,2001,26,,NIC,33.4
Nicaragua,Rural,Desague,2001,26,,NIC,2
Nicaragua,Rural,Electricidad,2001,26,,NIC,41
Nicaragua,Urbana,Agua,2001,26,,NIC,83.6
Nicaragua,Urbana,Desague,2001,26,,NIC,27
Nicaragua,Urbana,Electricidad,2001,26,,NIC,91.8
Nicaragua,Nacional,Agua,2005,26,,NIC,67.1
Nicaragua,Nacional,Desague,2005,26,,NIC,22.5
Nicaragua,Nacional,Electricidad,2005,26,,NIC,73.6
Nicaragua,Rural,Agua,2005,26,,NIC,35.7
Nicaragua,Rural,Desague,2005,26,,NIC,2.8
Nicaragua,Rural,Electricidad,2005,26,,NIC,43
Nicaragua,Urbana,Agua,2005,26,,NIC,89.5
Nicaragua,Urbana,Desague,2005,26,,NIC,36.5
Nicaragua,Urbana,Electricidad,2005,26,,NIC,95.4
Nicaragua,Nacional,Agua,2009,26,,NIC,65.9
Nicaragua,Nacional,Desague,2009,26,,NIC,23.3
Nicaragua,Nacional,Electricidad,2009,26,,NIC,77.7
Nicaragua,Rural,Agua,2009,26,,NIC,29.4
Nicaragua,Rural,Desague,2009,26,,NIC,3.3
Nicaragua,Rural,Electricidad,2009,26,,NIC,46.6
Nicaragua,Urbana,Agua,2009,26,,NIC,89.8
Nicaragua,Urbana,Desague,2009,26,,NIC,36.3
Nicaragua,Urbana,Electricidad,2009,26,,NIC,97.9
Nicaragua,Nacional,Agua,2014,26,,NIC,80.6
Nicaragua,Nacional,Desague,2014,26,,NIC,27.1
Nicaragua,Nacional,Electricidad,2014,26,,NIC,81.7
Nicaragua,Rural,Agua,2014,26,,NIC,74.3
Nicaragua,Rural,Desague,2014,26,,NIC,5.6
Nicaragua,Rural,Electricidad,2014,26,,NIC,56.9
Nicaragua,Urbana,Agua,2014,26,,NIC,84.8
Nicaragua,Urbana,Desague,2014,26,,NIC,41.5
Nicaragua,Urbana,Electricidad,2014,26,,NIC,98.4
Panamá,Nacional,Agua,2014,26,10360,PAN,94
Panamá,Nacional,Desague,2014,26,10360,PAN,45.2
Panamá,Nacional,Electricidad,2014,26,10360,PAN,90.3
Panamá,Rural,Agua,2014,26,10360,PAN,86.1
Panamá,Rural,Desague,2014,26,10360,PAN,36.5
Panamá,Rural,Electricidad,2014,26,10360,PAN,70.5
Panamá,Urbana,Agua,2014,26,10360,PAN,97.4
Panamá,Urbana,Desague,2014,26,10360,PAN,49
Panamá,Urbana,Electricidad,2014,26,10360,PAN,98.9
Panamá,Nacional,Agua,2015,26,10360,PAN,93.6
Panamá,Nacional,Desague,2015,26,10360,PAN,45.9
Panamá,Nacional,Electricidad,2015,26,10360,PAN,90.7
Panamá,Rural,Agua,2015,26,10360,PAN,84.7
Panamá,Rural,Desague,2015,26,10360,PAN,40.2
Panamá,Rural,Electricidad,2015,26,10360,PAN,70.9
Panamá,Urbana,Agua,2015,26,10360,PAN,97.4
Panamá,Urbana,Desague,2015,26,10360,PAN,48.4
Panamá,Urbana,Electricidad,2015,26,10360,PAN,99.2
Panamá,Nacional,Agua,2016,26,10360,PAN,93.6
Panamá,Nacional,Desague,2016,26,10360,PAN,46.8
Panamá,Nacional,Electricidad,2016,26,10360,PAN,91.1
Panamá,Rural,Agua,2016,26,10360,PAN,84.3
Panamá,Rural,Desague,2016,26,10360,PAN,41.5
Panamá,Rural,Electricidad,2016,26,10360,PAN,71.5
Panamá,Urbana,Agua,2016,26,10360,PAN,97.5
Panamá,Urbana,Desague,2016,26,10360,PAN,49.1
Panamá,Urbana,Electricidad,2016,26,10360,PAN,99.4
Panamá,Nacional,Agua,2017,26,10360,PAN,94.9
Panamá,Nacional,Desague,2017,26,10360,PAN,47.1
Panamá,Nacional,Electricidad,2017,26,10360,PAN,91.7
Panamá,Rural,Agua,2017,26,10360,PAN,87.8
Panamá,Rural,Desague,2017,26,10360,PAN,44.2
Panamá,Rural,Electricidad,2017,26,10360,PAN,72.9
Panamá,Urbana,Agua,2017,26,10360,PAN,97.8
Panamá,Urbana,Desague,2017,26,10360,PAN,48.3
Panamá,Urbana,Electricidad,2017,26,10360,PAN,99.4
Panamá,Nacional,Agua,2018,26,"10360,10418",PAN,95.9
Panamá,Nacional,Desague,2018,26,"10360,10418",PAN,75.2
Panamá,Nacional,Electricidad,2018,26,"10360,10418",PAN,92.2
Panamá,Rural,Agua,2018,26,"10360,10418",PAN,88.9
Panamá,Rural,Desague,2018,26,"10360,10418",PAN,46.8
Panamá,Rural,Electricidad,2018,26,"10360,10418",PAN,74
Panamá,Urbana,Agua,2018,26,"10360,10418",PAN,98.7
Panamá,Urbana,Desague,2018,26,"10360,10418",PAN,86.5
Panamá,Urbana,Electricidad,2018,26,"10360,10418",PAN,99.4
Panamá,Nacional,Agua,2019,26,10360,PAN,94.9
Panamá,Nacional,Desague,2019,26,10360,PAN,48.8
Panamá,Nacional,Electricidad,2019,26,10360,PAN,92
Panamá,Rural,Agua,2019,26,10360,PAN,87
Panamá,Rural,Desague,2019,26,10360,PAN,51.3
Panamá,Rural,Electricidad,2019,26,10360,PAN,73.2
Panamá,Urbana,Agua,2019,26,10360,PAN,98
Panamá,Urbana,Desague,2019,26,10360,PAN,47.8
Panamá,Urbana,Electricidad,2019,26,10360,PAN,99.5
Paraguay,Nacional,Agua,2001,26,9572,PRY,51.6
Paraguay,Nacional,Desague,2001,26,9572,PRY,20.1
Paraguay,Nacional,Electricidad,2001,26,9572,PRY,90.6
Paraguay,Rural,Agua,2001,26,9572,PRY,39.4
Paraguay,Rural,Desague,2001,26,9572,PRY,24.5
Paraguay,Rural,Electricidad,2001,26,9572,PRY,80.8
Paraguay,Urbana,Agua,2001,26,9572,PRY,60.8
Paraguay,Urbana,Desague,2001,26,9572,PRY,16.8
Paraguay,Urbana,Electricidad,2001,26,9572,PRY,98.1
Paraguay,Nacional,Agua,2002,26,9572,PRY,48.1
Paraguay,Nacional,Desague,2002,26,9572,PRY,20.5
Paraguay,Nacional,Electricidad,2002,26,9572,PRY,91.5
Paraguay,Rural,Agua,2002,26,9572,PRY,39.6
Paraguay,Rural,Desague,2002,26,9572,PRY,26.2
Paraguay,Rural,Electricidad,2002,26,9572,PRY,82.9
Paraguay,Urbana,Agua,2002,26,9572,PRY,54.2
Paraguay,Urbana,Desague,2002,26,9572,PRY,16.3
Paraguay,Urbana,Electricidad,2002,26,9572,PRY,97.7
Paraguay,Nacional,Agua,2003,26,9572,PRY,52.9
Paraguay,Nacional,Desague,2003,26,9572,PRY,23.8
Paraguay,Nacional,Electricidad,2003,26,9572,PRY,92.3
Paraguay,Rural,Agua,2003,26,9572,PRY,45.4
Paraguay,Rural,Desague,2003,26,9572,PRY,32.2
Paraguay,Rural,Electricidad,2003,26,9572,PRY,84.9
Paraguay,Urbana,Agua,2003,26,9572,PRY,58.3
Paraguay,Urbana,Desague,2003,26,9572,PRY,17.8
Paraguay,Urbana,Electricidad,2003,26,9572,PRY,97.7
Paraguay,Nacional,Agua,2004,26,9572,PRY,55.7
Paraguay,Nacional,Desague,2004,26,9572,PRY,21
Paraguay,Nacional,Electricidad,2004,26,9572,PRY,93.1
Paraguay,Rural,Agua,2004,26,9572,PRY,30.4
Paraguay,Rural,Desague,2004,26,9572,PRY,30.4
Paraguay,Rural,Electricidad,2004,26,9572,PRY,86.9
Paraguay,Urbana,Agua,2004,26,9572,PRY,73.7
Paraguay,Urbana,Desague,2004,26,9572,PRY,14.4
Paraguay,Urbana,Electricidad,2004,26,9572,PRY,97.5
Paraguay,Nacional,Agua,2005,26,337,PRY,60.5
Paraguay,Nacional,Desague,2005,26,337,PRY,24.1
Paraguay,Nacional,Electricidad,2005,26,337,PRY,94.5
Paraguay,Rural,Agua,2005,26,337,PRY,34
Paraguay,Rural,Desague,2005,26,337,PRY,36
Paraguay,Rural,Electricidad,2005,26,337,PRY,89
Paraguay,Urbana,Agua,2005,26,337,PRY,79.1
Paraguay,Urbana,Desague,2005,26,337,PRY,15.8
Paraguay,Urbana,Electricidad,2005,26,337,PRY,98.4
Paraguay,Nacional,Agua,2006,26,337,PRY,64.4
Paraguay,Nacional,Desague,2006,26,337,PRY,24.7
Paraguay,Nacional,Electricidad,2006,26,337,PRY,96.8
Paraguay,Rural,Agua,2006,26,337,PRY,44.2
Paraguay,Rural,Desague,2006,26,337,PRY,37.2
Paraguay,Rural,Electricidad,2006,26,337,PRY,94.2
Paraguay,Urbana,Agua,2006,26,337,PRY,78.6
Paraguay,Urbana,Desague,2006,26,337,PRY,15.9
Paraguay,Urbana,Electricidad,2006,26,337,PRY,98.7
Paraguay,Nacional,Agua,2007,26,337,PRY,65.3
Paraguay,Nacional,Desague,2007,26,337,PRY,27.4
Paraguay,Nacional,Electricidad,2007,26,337,PRY,96.4
Paraguay,Rural,Agua,2007,26,337,PRY,47.9
Paraguay,Rural,Desague,2007,26,337,PRY,42.7
Paraguay,Rural,Electricidad,2007,26,337,PRY,92.8
Paraguay,Urbana,Agua,2007,26,337,PRY,76.9
Paraguay,Urbana,Desague,2007,26,337,PRY,17.3
Paraguay,Urbana,Electricidad,2007,26,337,PRY,98.7
Paraguay,Nacional,Agua,2008,26,337,PRY,65.3
Paraguay,Nacional,Desague,2008,26,337,PRY,17.1
Paraguay,Nacional,Electricidad,2008,26,337,PRY,96.8
Paraguay,Rural,Agua,2008,26,337,PRY,66.3
Paraguay,Rural,Desague,2008,26,337,PRY,18.6
Paraguay,Rural,Electricidad,2008,26,337,PRY,93.3
Paraguay,Urbana,Agua,2008,26,337,PRY,64.6
Paraguay,Urbana,Desague,2008,26,337,PRY,16.1
Paraguay,Urbana,Electricidad,2008,26,337,PRY,99.1
Paraguay,Nacional,Agua,2009,26,337,PRY,64.3
Paraguay,Nacional,Desague,2009,26,337,PRY,18.8
Paraguay,Nacional,Electricidad,2009,26,337,PRY,96.9
Paraguay,Rural,Agua,2009,26,337,PRY,65.9
Paraguay,Rural,Desague,2009,26,337,PRY,21.3
Paraguay,Rural,Electricidad,2009,26,337,PRY,94.7
Paraguay,Urbana,Agua,2009,26,337,PRY,63.3
Paraguay,Urbana,Desague,2009,26,337,PRY,17.2
Paraguay,Urbana,Electricidad,2009,26,337,PRY,98.3
Paraguay,Nacional,Agua,2010,26,337,PRY,67.1
Paraguay,Nacional,Desague,2010,26,337,PRY,15.6
Paraguay,Nacional,Electricidad,2010,26,337,PRY,97.5
Paraguay,Rural,Agua,2010,26,337,PRY,69.6
Paraguay,Rural,Desague,2010,26,337,PRY,18.1
Paraguay,Rural,Electricidad,2010,26,337,PRY,94.3
Paraguay,Urbana,Agua,2010,26,337,PRY,65.4
Paraguay,Urbana,Desague,2010,26,337,PRY,13.9
Paraguay,Urbana,Electricidad,2010,26,337,PRY,99.6
Paraguay,Nacional,Agua,2011,26,337,PRY,68.5
Paraguay,Nacional,Desague,2011,26,337,PRY,17.4
Paraguay,Nacional,Electricidad,2011,26,337,PRY,98.2
Paraguay,Rural,Agua,2011,26,337,PRY,72.5
Paraguay,Rural,Desague,2011,26,337,PRY,19.4
Paraguay,Rural,Electricidad,2011,26,337,PRY,96.3
Paraguay,Urbana,Agua,2011,26,337,PRY,65.8
Paraguay,Urbana,Desague,2011,26,337,PRY,16
Paraguay,Urbana,Electricidad,2011,26,337,PRY,99.6
Paraguay,Nacional,Agua,2012,26,337,PRY,65.9
Paraguay,Nacional,Desague,2012,26,337,PRY,19.4
Paraguay,Nacional,Electricidad,2012,26,337,PRY,97.9
Paraguay,Rural,Agua,2012,26,337,PRY,72.2
Paraguay,Rural,Desague,2012,26,337,PRY,22.8
Paraguay,Rural,Electricidad,2012,26,337,PRY,95.2
Paraguay,Urbana,Agua,2012,26,337,PRY,61.8
Paraguay,Urbana,Desague,2012,26,337,PRY,17.1
Paraguay,Urbana,Electricidad,2012,26,337,PRY,99.6
Paraguay,Nacional,Agua,2013,26,337,PRY,65.8
Paraguay,Nacional,Desague,2013,26,337,PRY,20.4
Paraguay,Nacional,Electricidad,2013,26,337,PRY,99.1
Paraguay,Rural,Agua,2013,26,337,PRY,75.1
Paraguay,Rural,Desague,2013,26,337,PRY,27
Paraguay,Rural,Electricidad,2013,26,337,PRY,97.9
Paraguay,Urbana,Agua,2013,26,337,PRY,59.5
Paraguay,Urbana,Desague,2013,26,337,PRY,16.1
Paraguay,Urbana,Electricidad,2013,26,337,PRY,99.8
Paraguay,Nacional,Agua,2014,26,337,PRY,65.7
Paraguay,Nacional,Desague,2014,26,337,PRY,22.4
Paraguay,Nacional,Electricidad,2014,26,337,PRY,99
Paraguay,Rural,Agua,2014,26,337,PRY,76.5
Paraguay,Rural,Desague,2014,26,337,PRY,31.7
Paraguay,Rural,Electricidad,2014,26,337,PRY,97.6
Paraguay,Urbana,Agua,2014,26,337,PRY,58.8
Paraguay,Urbana,Desague,2014,26,337,PRY,16.5
Paraguay,Urbana,Electricidad,2014,26,337,PRY,99.8
Paraguay,Nacional,Agua,2015,26,337,PRY,67.5
Paraguay,Nacional,Desague,2015,26,337,PRY,24
Paraguay,Nacional,Electricidad,2015,26,337,PRY,99.4
Paraguay,Rural,Agua,2015,26,337,PRY,81.8
Paraguay,Rural,Desague,2015,26,337,PRY,32.8
Paraguay,Rural,Electricidad,2015,26,337,PRY,98.7
Paraguay,Urbana,Agua,2015,26,337,PRY,58.3
Paraguay,Urbana,Desague,2015,26,337,PRY,18.5
Paraguay,Urbana,Electricidad,2015,26,337,PRY,99.8
Paraguay,Nacional,Agua,2016,26,337,PRY,66.1
Paraguay,Nacional,Desague,2016,26,337,PRY,20.7
Paraguay,Nacional,Electricidad,2016,26,337,PRY,99.1
Paraguay,Rural,Agua,2016,26,337,PRY,79.2
Paraguay,Rural,Desague,2016,26,337,PRY,28.5
Paraguay,Rural,Electricidad,2016,26,337,PRY,98
Paraguay,Urbana,Agua,2016,26,337,PRY,57.7
Paraguay,Urbana,Desague,2016,26,337,PRY,15.8
Paraguay,Urbana,Electricidad,2016,26,337,PRY,99.7
Paraguay,Nacional,Agua,2017,26,,PRY,66.7
Paraguay,Nacional,Desague,2017,26,,PRY,22.1
Paraguay,Nacional,Electricidad,2017,26,,PRY,99.3
Paraguay,Rural,Agua,2017,26,,PRY,81.2
Paraguay,Rural,Desague,2017,26,,PRY,33.2
Paraguay,Rural,Electricidad,2017,26,,PRY,98.4
Paraguay,Urbana,Agua,2017,26,,PRY,57.6
Paraguay,Urbana,Desague,2017,26,,PRY,15.3
Paraguay,Urbana,Electricidad,2017,26,,PRY,99.8
Paraguay,Nacional,Agua,2018,26,,PRY,64.9
Paraguay,Nacional,Desague,2018,26,,PRY,21
Paraguay,Nacional,Electricidad,2018,26,,PRY,99.5
Paraguay,Rural,Agua,2018,26,,PRY,81.7
Paraguay,Rural,Desague,2018,26,,PRY,33.4
Paraguay,Rural,Electricidad,2018,26,,PRY,99.1
Paraguay,Urbana,Agua,2018,26,,PRY,54.8
Paraguay,Urbana,Desague,2018,26,,PRY,13.6
Paraguay,Urbana,Electricidad,2018,26,,PRY,99.8
Paraguay,Nacional,Agua,2019,26,,PRY,65.8
Paraguay,Nacional,Desague,2019,26,,PRY,23.8
Paraguay,Nacional,Electricidad,2019,26,,PRY,99.6
Paraguay,Rural,Agua,2019,26,,PRY,83.6
Paraguay,Rural,Desague,2019,26,,PRY,39.6
Paraguay,Rural,Electricidad,2019,26,,PRY,99
Paraguay,Urbana,Agua,2019,26,,PRY,55.3
Paraguay,Urbana,Desague,2019,26,,PRY,14.4
Paraguay,Urbana,Electricidad,2019,26,,PRY,99.9
Perú,Nacional,Agua,2000,26,8647,PER,67.8
Perú,Nacional,Desague,2000,26,8647,PER,57
Perú,Nacional,Electricidad,2000,26,8647,PER,72.8
Perú,Rural,Agua,2000,26,8647,PER,42.9
Perú,Rural,Desague,2000,26,8647,PER,19.4
Perú,Rural,Electricidad,2000,26,8647,PER,28.9
Perú,Urbana,Agua,2000,26,8647,PER,80.5
Perú,Urbana,Desague,2000,26,8647,PER,76.2
Perú,Urbana,Electricidad,2000,26,8647,PER,95.2
Perú,Nacional,Agua,2001,26,8647,PER,68.8
Perú,Nacional,Desague,2001,26,8647,PER,55.7
Perú,Nacional,Electricidad,2001,26,8647,PER,72.1
Perú,Rural,Agua,2001,26,8647,PER,42.4
Perú,Rural,Desague,2001,26,8647,PER,15.5
Perú,Rural,Electricidad,2001,26,8647,PER,27.6
Perú,Urbana,Agua,2001,26,8647,PER,80.8
Perú,Urbana,Desague,2001,26,8647,PER,74
Perú,Urbana,Electricidad,2001,26,8647,PER,92.4
Perú,Nacional,Agua,2002,26,8647,PER,68.8
Perú,Nacional,Desague,2002,26,8647,PER,56.4
Perú,Nacional,Electricidad,2002,26,8647,PER,74.4
Perú,Rural,Agua,2002,26,8647,PER,39.4
Perú,Rural,Desague,2002,26,8647,PER,15.2
Perú,Rural,Electricidad,2002,26,8647,PER,30
Perú,Urbana,Agua,2002,26,8647,PER,81.8
Perú,Urbana,Desague,2002,26,8647,PER,74.4
Perú,Urbana,Electricidad,2002,26,8647,PER,93.8
Perú,Nacional,Agua,2003,26,8648,PER,67.9
Perú,Nacional,Desague,2003,26,8648,PER,56.5
Perú,Nacional,Electricidad,2003,26,8648,PER,74.4
Perú,Rural,Agua,2003,26,8648,PER,38.7
Perú,Rural,Desague,2003,26,8648,PER,17.8
Perú,Rural,Electricidad,2003,26,8648,PER,29.7
Perú,Urbana,Agua,2003,26,8648,PER,80.5
Perú,Urbana,Desague,2003,26,8648,PER,73.3
Perú,Urbana,Electricidad,2003,26,8648,PER,93.8
Perú,Nacional,Agua,2004,26,8649,PER,68
Perú,Nacional,Desague,2004,26,8649,PER,59.2
Perú,Nacional,Electricidad,2004,26,8649,PER,75.7
Perú,Rural,Agua,2004,26,8649,PER,36.4
Perú,Rural,Desague,2004,26,8649,PER,22.6
Perú,Rural,Electricidad,2004,26,8649,PER,32
Perú,Urbana,Agua,2004,26,8649,PER,81.4
Perú,Urbana,Desague,2004,26,8649,PER,74.8
Perú,Urbana,Electricidad,2004,26,8649,PER,94.3
Perú,Nacional,Agua,2005,26,8649,PER,68.4
Perú,Nacional,Desague,2005,26,8649,PER,62.3
Perú,Nacional,Electricidad,2005,26,8649,PER,77.2
Perú,Rural,Agua,2005,26,8649,PER,33.5
Perú,Rural,Desague,2005,26,8649,PER,29.6
Perú,Rural,Electricidad,2005,26,8649,PER,34.6
Perú,Urbana,Agua,2005,26,8649,PER,82.8
Perú,Urbana,Desague,2005,26,8649,PER,75.7
Perú,Urbana,Electricidad,2005,26,8649,PER,94.7
Perú,Nacional,Agua,2006,26,8649,PER,69.9
Perú,Nacional,Desague,2006,26,8649,PER,65.1
Perú,Nacional,Electricidad,2006,26,8649,PER,80.2
Perú,Rural,Agua,2006,26,8649,PER,36.1
Perú,Rural,Desague,2006,26,8649,PER,34.4
Perú,Rural,Electricidad,2006,26,8649,PER,39.6
Perú,Urbana,Agua,2006,26,8649,PER,83.3
Perú,Urbana,Desague,2006,26,8649,PER,77.2
Perú,Urbana,Electricidad,2006,26,8649,PER,96.2
Perú,Nacional,Agua,2007,26,8649,PER,70.6
Perú,Nacional,Desague,2007,26,8649,PER,65.7
Perú,Nacional,Electricidad,2007,26,8649,PER,82
Perú,Rural,Agua,2007,26,8649,PER,34.6
Perú,Rural,Desague,2007,26,8649,PER,32.7
Perú,Rural,Electricidad,2007,26,8649,PER,45.4
Perú,Urbana,Agua,2007,26,8649,PER,84.2
Perú,Urbana,Desague,2007,26,8649,PER,78.1
Perú,Urbana,Electricidad,2007,26,8649,PER,95.8
Perú,Nacional,Agua,2008,26,8649,PER,71.3
Perú,Nacional,Desague,2008,26,8649,PER,68.7
Perú,Nacional,Electricidad,2008,26,8649,PER,84.7
Perú,Rural,Agua,2008,26,8649,PER,33.9
Perú,Rural,Desague,2008,26,8649,PER,37.3
Perú,Rural,Electricidad,2008,26,8649,PER,50.1
Perú,Urbana,Agua,2008,26,8649,PER,84.7
Perú,Urbana,Desague,2008,26,8649,PER,79.9
Perú,Urbana,Electricidad,2008,26,8649,PER,97
Perú,Nacional,Agua,2009,26,8649,PER,73.1
Perú,Nacional,Desague,2009,26,8649,PER,71
Perú,Nacional,Electricidad,2009,26,8649,PER,86.4
Perú,Rural,Agua,2009,26,8649,PER,36.4
Perú,Rural,Desague,2009,26,8649,PER,40.8
Perú,Rural,Electricidad,2009,26,8649,PER,55.1
Perú,Urbana,Agua,2009,26,8649,PER,86
Perú,Urbana,Desague,2009,26,8649,PER,81.6
Perú,Urbana,Electricidad,2009,26,8649,PER,97.5
Perú,Nacional,Agua,2010,26,8649,PER,75.5
Perú,Nacional,Desague,2010,26,8649,PER,73.4
Perú,Nacional,Electricidad,2010,26,8649,PER,88.1
Perú,Rural,Agua,2010,26,8649,PER,40.5
Perú,Rural,Desague,2010,26,8649,PER,44.7
Perú,Rural,Electricidad,2010,26,8649,PER,58.6
Perú,Urbana,Agua,2010,26,8649,PER,87.3
Perú,Urbana,Desague,2010,26,8649,PER,83.2
Perú,Urbana,Electricidad,2010,26,8649,PER,98.1
Perú,Nacional,Agua,2011,26,8649,PER,76
Perú,Nacional,Desague,2011,26,8649,PER,74.3
Perú,Nacional,Electricidad,2011,26,8649,PER,89.7
Perú,Rural,Agua,2011,26,8649,PER,38.4
Perú,Rural,Desague,2011,26,8649,PER,44
Perú,Rural,Electricidad,2011,26,8649,PER,64.2
Perú,Urbana,Agua,2011,26,8649,PER,88.8
Perú,Urbana,Desague,2011,26,8649,PER,84.6
Perú,Urbana,Electricidad,2011,26,8649,PER,98.4
Perú,Nacional,Agua,2012,26,8649,PER,81.2
Perú,Nacional,Desague,2012,26,8649,PER,74.8
Perú,Nacional,Electricidad,2012,26,8649,PER,91.1
Perú,Rural,Agua,2012,26,8649,PER,54.7
Perú,Rural,Desague,2012,26,8649,PER,42.8
Perú,Rural,Electricidad,2012,26,8649,PER,68.6
Perú,Urbana,Agua,2012,26,8649,PER,90
Perú,Urbana,Desague,2012,26,8649,PER,85.5
Perú,Urbana,Electricidad,2012,26,8649,PER,98.6
Perú,Nacional,Agua,2013,26,8649,PER,81.6
