Sexo,País,Área geográfica,Escolaridad (EH),Años,id_fuente,ids_notas,iso3,valor
Hombres,República Dominicana,Urbana,0 a 5 años,2004,26,8618,DOM,23.8
Mujeres,República Dominicana,Urbana,0 a 5 años,2004,26,8618,DOM,24.6
Ambos sexos,República Dominicana,Urbana,10 a 12 años,2004,26,8618,DOM,23.8
Hombres,República Dominicana,Urbana,10 a 12 años,2004,26,8618,DOM,23.7
Mujeres,República Dominicana,Urbana,10 a 12 años,2004,26,8618,DOM,23.8
Ambos sexos,República Dominicana,Urbana,13 años y más,2004,26,8618,DOM,23.5
Hombres,República Dominicana,Urbana,13 años y más,2004,26,8618,DOM,21.7
Mujeres,República Dominicana,Urbana,13 años y más,2004,26,8618,DOM,25
Ambos sexos,República Dominicana,Urbana,6 a 9 años,2004,26,8618,DOM,28.5
Hombres,República Dominicana,Urbana,6 a 9 años,2004,26,8618,DOM,30.8
Mujeres,República Dominicana,Urbana,6 a 9 años,2004,26,8618,DOM,26.5
Ambos sexos,República Dominicana,Nacional,0 a 5 años,2005,26,8618,DOM,31.5
Hombres,República Dominicana,Nacional,0 a 5 años,2005,26,8618,DOM,32
Mujeres,República Dominicana,Nacional,0 a 5 años,2005,26,8618,DOM,31
Ambos sexos,República Dominicana,Nacional,10 a 12 años,2005,26,8618,DOM,22.1
Hombres,República Dominicana,Nacional,10 a 12 años,2005,26,8618,DOM,21.3
Mujeres,República Dominicana,Nacional,10 a 12 años,2005,26,8618,DOM,23
Ambos sexos,República Dominicana,Nacional,13 años y más,2005,26,8618,DOM,17.9
Hombres,República Dominicana,Nacional,13 años y más,2005,26,8618,DOM,16.3
Mujeres,República Dominicana,Nacional,13 años y más,2005,26,8618,DOM,19.4
Ambos sexos,República Dominicana,Nacional,6 a 9 años,2005,26,8618,DOM,28.5
Hombres,República Dominicana,Nacional,6 a 9 años,2005,26,8618,DOM,30.4
Mujeres,República Dominicana,Nacional,6 a 9 años,2005,26,8618,DOM,26.6
Ambos sexos,República Dominicana,Rural,0 a 5 años,2005,26,8618,DOM,47.9
Hombres,República Dominicana,Rural,0 a 5 años,2005,26,8618,DOM,48.2
Mujeres,República Dominicana,Rural,0 a 5 años,2005,26,8618,DOM,47.6
Ambos sexos,República Dominicana,Rural,10 a 12 años,2005,26,8618,DOM,15
Hombres,República Dominicana,Rural,10 a 12 años,2005,26,8618,DOM,13.9
Mujeres,República Dominicana,Rural,10 a 12 años,2005,26,8618,DOM,16.2
Ambos sexos,República Dominicana,Rural,13 años y más,2005,26,8618,DOM,8.4
Hombres,República Dominicana,Rural,13 años y más,2005,26,8618,DOM,6.7
Mujeres,República Dominicana,Rural,13 años y más,2005,26,8618,DOM,10.1
Ambos sexos,República Dominicana,Rural,6 a 9 años,2005,26,8618,DOM,28.7
Hombres,República Dominicana,Rural,6 a 9 años,2005,26,8618,DOM,31.1
Mujeres,República Dominicana,Rural,6 a 9 años,2005,26,8618,DOM,26.1
Ambos sexos,República Dominicana,Urbana,0 a 5 años,2005,26,8618,DOM,24.2
Hombres,República Dominicana,Urbana,0 a 5 años,2005,26,8618,DOM,24.1
Mujeres,República Dominicana,Urbana,0 a 5 años,2005,26,8618,DOM,24.3
Ambos sexos,República Dominicana,Urbana,10 a 12 años,2005,26,8618,DOM,25.3
Hombres,República Dominicana,Urbana,10 a 12 años,2005,26,8618,DOM,24.8
Mujeres,República Dominicana,Urbana,10 a 12 años,2005,26,8618,DOM,25.7
Ambos sexos,República Dominicana,Urbana,13 años y más,2005,26,8618,DOM,22.1
Hombres,República Dominicana,Urbana,13 años y más,2005,26,8618,DOM,21
Mujeres,República Dominicana,Urbana,13 años y más,2005,26,8618,DOM,23.2
Ambos sexos,República Dominicana,Urbana,6 a 9 años,2005,26,8618,DOM,28.4
Hombres,República Dominicana,Urbana,6 a 9 años,2005,26,8618,DOM,30.1
Mujeres,República Dominicana,Urbana,6 a 9 años,2005,26,8618,DOM,26.8
Ambos sexos,República Dominicana,Nacional,0 a 5 años,2006,26,8618,DOM,29.5
Hombres,República Dominicana,Nacional,0 a 5 años,2006,26,8618,DOM,29.9
Mujeres,República Dominicana,Nacional,0 a 5 años,2006,26,8618,DOM,29.1
Ambos sexos,República Dominicana,Nacional,10 a 12 años,2006,26,8618,DOM,23
Hombres,República Dominicana,Nacional,10 a 12 años,2006,26,8618,DOM,23.2
Mujeres,República Dominicana,Nacional,10 a 12 años,2006,26,8618,DOM,22.8
Ambos sexos,República Dominicana,Nacional,13 años y más,2006,26,8618,DOM,19.5
Hombres,República Dominicana,Nacional,13 años y más,2006,26,8618,DOM,16.7
Mujeres,República Dominicana,Nacional,13 años y más,2006,26,8618,DOM,22.1
Ambos sexos,República Dominicana,Nacional,6 a 9 años,2006,26,8618,DOM,28
Hombres,República Dominicana,Nacional,6 a 9 años,2006,26,8618,DOM,30.2
Mujeres,República Dominicana,Nacional,6 a 9 años,2006,26,8618,DOM,26
Ambos sexos,República Dominicana,Rural,0 a 5 años,2006,26,8618,DOM,45.1
Hombres,República Dominicana,Rural,0 a 5 años,2006,26,8618,DOM,45.5
Mujeres,República Dominicana,Rural,0 a 5 años,2006,26,8618,DOM,44.7
Ambos sexos,República Dominicana,Rural,10 a 12 años,2006,26,8618,DOM,16.2
Hombres,República Dominicana,Rural,10 a 12 años,2006,26,8618,DOM,15.1
Mujeres,República Dominicana,Rural,10 a 12 años,2006,26,8618,DOM,17.4
Ambos sexos,República Dominicana,Rural,13 años y más,2006,26,8618,DOM,9.6
Hombres,República Dominicana,Rural,13 años y más,2006,26,8618,DOM,8.1
Mujeres,República Dominicana,Rural,13 años y más,2006,26,8618,DOM,11.2
Ambos sexos,República Dominicana,Rural,6 a 9 años,2006,26,8618,DOM,29.1
Hombres,República Dominicana,Rural,6 a 9 años,2006,26,8618,DOM,31.4
Mujeres,República Dominicana,Rural,6 a 9 años,2006,26,8618,DOM,26.7
Ambos sexos,República Dominicana,Urbana,0 a 5 años,2006,26,8618,DOM,22.9
Hombres,República Dominicana,Urbana,0 a 5 años,2006,26,8618,DOM,22.8
Mujeres,República Dominicana,Urbana,0 a 5 años,2006,26,8618,DOM,22.9
Ambos sexos,República Dominicana,Urbana,10 a 12 años,2006,26,8618,DOM,25.9
Hombres,República Dominicana,Urbana,10 a 12 años,2006,26,8618,DOM,26.9
Mujeres,República Dominicana,Urbana,10 a 12 años,2006,26,8618,DOM,25
Ambos sexos,República Dominicana,Urbana,13 años y más,2006,26,8618,DOM,23.7
Hombres,República Dominicana,Urbana,13 años y más,2006,26,8618,DOM,20.7
Mujeres,República Dominicana,Urbana,13 años y más,2006,26,8618,DOM,26.4
Ambos sexos,República Dominicana,Urbana,6 a 9 años,2006,26,8618,DOM,27.6
Hombres,República Dominicana,Urbana,6 a 9 años,2006,26,8618,DOM,29.7
Mujeres,República Dominicana,Urbana,6 a 9 años,2006,26,8618,DOM,25.7
Ambos sexos,República Dominicana,Nacional,0 a 5 años,2007,26,8618,DOM,28.1
Hombres,República Dominicana,Nacional,0 a 5 años,2007,26,8618,DOM,28.5
Mujeres,República Dominicana,Nacional,0 a 5 años,2007,26,8618,DOM,27.7
Ambos sexos,República Dominicana,Nacional,10 a 12 años,2007,26,8618,DOM,24.4
Hombres,República Dominicana,Nacional,10 a 12 años,2007,26,8618,DOM,24
Mujeres,República Dominicana,Nacional,10 a 12 años,2007,26,8618,DOM,24.8
Ambos sexos,República Dominicana,Nacional,13 años y más,2007,26,8618,DOM,19.4
Hombres,República Dominicana,Nacional,13 años y más,2007,26,8618,DOM,17.2
Mujeres,República Dominicana,Nacional,13 años y más,2007,26,8618,DOM,21.5
Ambos sexos,República Dominicana,Nacional,6 a 9 años,2007,26,8618,DOM,28.1
Hombres,República Dominicana,Nacional,6 a 9 años,2007,26,8618,DOM,30.3
Mujeres,República Dominicana,Nacional,6 a 9 años,2007,26,8618,DOM,26
Ambos sexos,República Dominicana,Rural,0 a 5 años,2007,26,8618,DOM,41.9
Hombres,República Dominicana,Rural,0 a 5 años,2007,26,8618,DOM,43.3
Mujeres,República Dominicana,Rural,0 a 5 años,2007,26,8618,DOM,40.4
Ambos sexos,República Dominicana,Rural,10 a 12 años,2007,26,8618,DOM,17.6
Hombres,República Dominicana,Rural,10 a 12 años,2007,26,8618,DOM,16.3
Mujeres,República Dominicana,Rural,10 a 12 años,2007,26,8618,DOM,19
Ambos sexos,República Dominicana,Rural,13 años y más,2007,26,8618,DOM,9.2
Hombres,República Dominicana,Rural,13 años y más,2007,26,8618,DOM,8
Mujeres,República Dominicana,Rural,13 años y más,2007,26,8618,DOM,10.4
Ambos sexos,República Dominicana,Rural,6 a 9 años,2007,26,8618,DOM,31.3
Hombres,República Dominicana,Rural,6 a 9 años,2007,26,8618,DOM,32.3
Mujeres,República Dominicana,Rural,6 a 9 años,2007,26,8618,DOM,30.3
Ambos sexos,República Dominicana,Urbana,0 a 5 años,2007,26,8618,DOM,22.7
Hombres,República Dominicana,Urbana,0 a 5 años,2007,26,8618,DOM,22.3
Mujeres,República Dominicana,Urbana,0 a 5 años,2007,26,8618,DOM,23
Ambos sexos,República Dominicana,Urbana,10 a 12 años,2007,26,8618,DOM,27.1
Hombres,República Dominicana,Urbana,10 a 12 años,2007,26,8618,DOM,27.2
Mujeres,República Dominicana,Urbana,10 a 12 años,2007,26,8618,DOM,26.9
Ambos sexos,República Dominicana,Urbana,13 años y más,2007,26,8618,DOM,23.5
Hombres,República Dominicana,Urbana,13 años y más,2007,26,8618,DOM,21
Mujeres,República Dominicana,Urbana,13 años y más,2007,26,8618,DOM,25.7
Ambos sexos,República Dominicana,Urbana,6 a 9 años,2007,26,8618,DOM,26.8
Hombres,República Dominicana,Urbana,6 a 9 años,2007,26,8618,DOM,29.5
Mujeres,República Dominicana,Urbana,6 a 9 años,2007,26,8618,DOM,24.4
Ambos sexos,República Dominicana,Nacional,0 a 5 años,2008,26,8618,DOM,29.6
Hombres,República Dominicana,Nacional,0 a 5 años,2008,26,8618,DOM,30.9
Mujeres,República Dominicana,Nacional,0 a 5 años,2008,26,8618,DOM,28.4
Ambos sexos,República Dominicana,Nacional,10 a 12 años,2008,26,8618,DOM,23.4
Hombres,República Dominicana,Nacional,10 a 12 años,2008,26,8618,DOM,23
Mujeres,República Dominicana,Nacional,10 a 12 años,2008,26,8618,DOM,23.7
Ambos sexos,República Dominicana,Nacional,13 años y más,2008,26,8618,DOM,20.8
Hombres,República Dominicana,Nacional,13 años y más,2008,26,8618,DOM,18.6
Mujeres,República Dominicana,Nacional,13 años y más,2008,26,8618,DOM,22.9
Ambos sexos,República Dominicana,Nacional,6 a 9 años,2008,26,8618,DOM,26.3
Hombres,República Dominicana,Nacional,6 a 9 años,2008,26,8618,DOM,27.6
Mujeres,República Dominicana,Nacional,6 a 9 años,2008,26,8618,DOM,25
Ambos sexos,República Dominicana,Rural,0 a 5 años,2008,26,8618,DOM,46.8
Hombres,República Dominicana,Rural,0 a 5 años,2008,26,8618,DOM,47.6
Mujeres,República Dominicana,Rural,0 a 5 años,2008,26,8618,DOM,45.9
Ambos sexos,República Dominicana,Rural,10 a 12 años,2008,26,8618,DOM,16.5
Hombres,República Dominicana,Rural,10 a 12 años,2008,26,8618,DOM,16.5
Mujeres,República Dominicana,Rural,10 a 12 años,2008,26,8618,DOM,16.6
Ambos sexos,República Dominicana,Rural,13 años y más,2008,26,8618,DOM,7.8
Hombres,República Dominicana,Rural,13 años y más,2008,26,8618,DOM,5.9
Mujeres,República Dominicana,Rural,13 años y más,2008,26,8618,DOM,9.8
Ambos sexos,República Dominicana,Rural,6 a 9 años,2008,26,8618,DOM,28.9
Hombres,República Dominicana,Rural,6 a 9 años,2008,26,8618,DOM,30
Mujeres,República Dominicana,Rural,6 a 9 años,2008,26,8618,DOM,27.7
Ambos sexos,República Dominicana,Urbana,0 a 5 años,2008,26,8618,DOM,23.2
Hombres,República Dominicana,Urbana,0 a 5 años,2008,26,8618,DOM,24.1
Mujeres,República Dominicana,Urbana,0 a 5 años,2008,26,8618,DOM,22.3
Ambos sexos,República Dominicana,Urbana,10 a 12 años,2008,26,8618,DOM,25.9
Hombres,República Dominicana,Urbana,10 a 12 años,2008,26,8618,DOM,25.6
Mujeres,República Dominicana,Urbana,10 a 12 años,2008,26,8618,DOM,26.2
Ambos sexos,República Dominicana,Urbana,13 años y más,2008,26,8618,DOM,25.6
Hombres,República Dominicana,Urbana,13 años y más,2008,26,8618,DOM,23.7
Mujeres,República Dominicana,Urbana,13 años y más,2008,26,8618,DOM,27.5
Ambos sexos,República Dominicana,Urbana,6 a 9 años,2008,26,8618,DOM,25.3
Hombres,República Dominicana,Urbana,6 a 9 años,2008,26,8618,DOM,26.6
Mujeres,República Dominicana,Urbana,6 a 9 años,2008,26,8618,DOM,24
Ambos sexos,República Dominicana,Nacional,0 a 5 años,2009,26,8618,DOM,27.2
Hombres,República Dominicana,Nacional,0 a 5 años,2009,26,8618,DOM,28.5
Mujeres,República Dominicana,Nacional,0 a 5 años,2009,26,8618,DOM,26.1
Ambos sexos,República Dominicana,Nacional,10 a 12 años,2009,26,8618,DOM,24.7
Hombres,República Dominicana,Nacional,10 a 12 años,2009,26,8618,DOM,24.4
Mujeres,República Dominicana,Nacional,10 a 12 años,2009,26,8618,DOM,25
Ambos sexos,República Dominicana,Nacional,13 años y más,2009,26,8618,DOM,21.3
Hombres,República Dominicana,Nacional,13 años y más,2009,26,8618,DOM,18.6
Mujeres,República Dominicana,Nacional,13 años y más,2009,26,8618,DOM,23.8
Ambos sexos,República Dominicana,Nacional,6 a 9 años,2009,26,8618,DOM,26.8
Hombres,República Dominicana,Nacional,6 a 9 años,2009,26,8618,DOM,28.5
Mujeres,República Dominicana,Nacional,6 a 9 años,2009,26,8618,DOM,25.1
Ambos sexos,República Dominicana,Rural,0 a 5 años,2009,26,8618,DOM,44.2
Hombres,República Dominicana,Rural,0 a 5 años,2009,26,8618,DOM,46.1
Mujeres,República Dominicana,Rural,0 a 5 años,2009,26,8618,DOM,42.1
Ambos sexos,República Dominicana,Rural,10 a 12 años,2009,26,8618,DOM,17.9
Hombres,República Dominicana,Rural,10 a 12 años,2009,26,8618,DOM,18.2
Mujeres,República Dominicana,Rural,10 a 12 años,2009,26,8618,DOM,17.5
Ambos sexos,República Dominicana,Rural,13 años y más,2009,26,8618,DOM,7.6
Hombres,República Dominicana,Rural,13 años y más,2009,26,8618,DOM,5
Mujeres,República Dominicana,Rural,13 años y más,2009,26,8618,DOM,10.5
Ambos sexos,República Dominicana,Rural,6 a 9 años,2009,26,8618,DOM,30.2
Hombres,República Dominicana,Rural,6 a 9 años,2009,26,8618,DOM,30.6
Mujeres,República Dominicana,Rural,6 a 9 años,2009,26,8618,DOM,29.8
Ambos sexos,República Dominicana,Urbana,0 a 5 años,2009,26,8618,DOM,21.4
Hombres,República Dominicana,Urbana,0 a 5 años,2009,26,8618,DOM,21.7
Mujeres,República Dominicana,Urbana,0 a 5 años,2009,26,8618,DOM,21.2
Ambos sexos,República Dominicana,Urbana,10 a 12 años,2009,26,8618,DOM,27
Hombres,República Dominicana,Urbana,10 a 12 años,2009,26,8618,DOM,26.8
Mujeres,República Dominicana,Urbana,10 a 12 años,2009,26,8618,DOM,27.2
Ambos sexos,República Dominicana,Urbana,13 años y más,2009,26,8618,DOM,26
Hombres,República Dominicana,Urbana,13 años y más,2009,26,8618,DOM,23.9
Mujeres,República Dominicana,Urbana,13 años y más,2009,26,8618,DOM,27.8
Ambos sexos,República Dominicana,Urbana,6 a 9 años,2009,26,8618,DOM,25.6
Hombres,República Dominicana,Urbana,6 a 9 años,2009,26,8618,DOM,27.6
Mujeres,República Dominicana,Urbana,6 a 9 años,2009,26,8618,DOM,23.7
Ambos sexos,República Dominicana,Nacional,0 a 5 años,2010,26,8618,DOM,26.2
Hombres,República Dominicana,Nacional,0 a 5 años,2010,26,8618,DOM,27.8
Mujeres,República Dominicana,Nacional,0 a 5 años,2010,26,8618,DOM,24.7
Ambos sexos,República Dominicana,Nacional,10 a 12 años,2010,26,8618,DOM,25.1
Hombres,República Dominicana,Nacional,10 a 12 años,2010,26,8618,DOM,25.1
Mujeres,República Dominicana,Nacional,10 a 12 años,2010,26,8618,DOM,25
Ambos sexos,República Dominicana,Nacional,13 años y más,2010,26,8618,DOM,21.5
Hombres,República Dominicana,Nacional,13 años y más,2010,26,8618,DOM,17.8
Mujeres,República Dominicana,Nacional,13 años y más,2010,26,8618,DOM,25
Ambos sexos,República Dominicana,Nacional,6 a 9 años,2010,26,8618,DOM,27.2
Hombres,República Dominicana,Nacional,6 a 9 años,2010,26,8618,DOM,29.3
Mujeres,República Dominicana,Nacional,6 a 9 años,2010,26,8618,DOM,25.3
Ambos sexos,República Dominicana,Rural,0 a 5 años,2010,26,8618,DOM,42.4
Hombres,República Dominicana,Rural,0 a 5 años,2010,26,8618,DOM,45
Mujeres,República Dominicana,Rural,0 a 5 años,2010,26,8618,DOM,39.6
Ambos sexos,República Dominicana,Rural,10 a 12 años,2010,26,8618,DOM,17.1
Hombres,República Dominicana,Rural,10 a 12 años,2010,26,8618,DOM,16.4
Mujeres,República Dominicana,Rural,10 a 12 años,2010,26,8618,DOM,17.8
Ambos sexos,República Dominicana,Rural,13 años y más,2010,26,8618,DOM,8.8
Hombres,República Dominicana,Rural,13 años y más,2010,26,8618,DOM,5.9
Mujeres,República Dominicana,Rural,13 años y más,2010,26,8618,DOM,12
Ambos sexos,República Dominicana,Rural,6 a 9 años,2010,26,8618,DOM,31.7
Hombres,República Dominicana,Rural,6 a 9 años,2010,26,8618,DOM,32.7
Mujeres,República Dominicana,Rural,6 a 9 años,2010,26,8618,DOM,30.6
Ambos sexos,República Dominicana,Urbana,0 a 5 años,2010,26,8618,DOM,20.9
Hombres,República Dominicana,Urbana,0 a 5 años,2010,26,8618,DOM,21.6
Mujeres,República Dominicana,Urbana,0 a 5 años,2010,26,8618,DOM,20.2
Ambos sexos,República Dominicana,Urbana,10 a 12 años,2010,26,8618,DOM,27.7
Hombres,República Dominicana,Urbana,10 a 12 años,2010,26,8618,DOM,28.2
Mujeres,República Dominicana,Urbana,10 a 12 años,2010,26,8618,DOM,27.2
Ambos sexos,República Dominicana,Urbana,13 años y más,2010,26,8618,DOM,25.7
Hombres,República Dominicana,Urbana,13 años y más,2010,26,8618,DOM,22.1
Mujeres,República Dominicana,Urbana,13 años y más,2010,26,8618,DOM,28.9
Ambos sexos,República Dominicana,Urbana,6 a 9 años,2010,26,8618,DOM,25.8
Hombres,República Dominicana,Urbana,6 a 9 años,2010,26,8618,DOM,28.1
Mujeres,República Dominicana,Urbana,6 a 9 años,2010,26,8618,DOM,23.7
Ambos sexos,República Dominicana,Nacional,0 a 5 años,2011,26,8618,DOM,25.3
Hombres,República Dominicana,Nacional,0 a 5 años,2011,26,8618,DOM,26.7
Mujeres,República Dominicana,Nacional,0 a 5 años,2011,26,8618,DOM,23.9
Ambos sexos,República Dominicana,Nacional,10 a 12 años,2011,26,8618,DOM,27.6
Hombres,República Dominicana,Nacional,10 a 12 años,2011,26,8618,DOM,27.3
Mujeres,República Dominicana,Nacional,10 a 12 años,2011,26,8618,DOM,27.9
Ambos sexos,República Dominicana,Nacional,13 años y más,2011,26,8618,DOM,20.6
Hombres,República Dominicana,Nacional,13 años y más,2011,26,8618,DOM,17.3
Mujeres,República Dominicana,Nacional,13 años y más,2011,26,8618,DOM,23.5
Ambos sexos,República Dominicana,Nacional,6 a 9 años,2011,26,8618,DOM,26.6
Hombres,República Dominicana,Nacional,6 a 9 años,2011,26,8618,DOM,28.6
Mujeres,República Dominicana,Nacional,6 a 9 años,2011,26,8618,DOM,24.7
Ambos sexos,República Dominicana,Rural,0 a 5 años,2011,26,8618,DOM,42.2
Hombres,República Dominicana,Rural,0 a 5 años,2011,26,8618,DOM,44.2
Mujeres,República Dominicana,Rural,0 a 5 años,2011,26,8618,DOM,40
Ambos sexos,República Dominicana,Rural,10 a 12 años,2011,26,8618,DOM,19
Hombres,República Dominicana,Rural,10 a 12 años,2011,26,8618,DOM,19.2
Mujeres,República Dominicana,Rural,10 a 12 años,2011,26,8618,DOM,18.8
Ambos sexos,República Dominicana,Rural,13 años y más,2011,26,8618,DOM,9.6
Hombres,República Dominicana,Rural,13 años y más,2011,26,8618,DOM,6.7
Mujeres,República Dominicana,Rural,13 años y más,2011,26,8618,DOM,12.7
Ambos sexos,República Dominicana,Rural,6 a 9 años,2011,26,8618,DOM,29.3
Hombres,República Dominicana,Rural,6 a 9 años,2011,26,8618,DOM,29.9
Mujeres,República Dominicana,Rural,6 a 9 años,2011,26,8618,DOM,28.5
Ambos sexos,República Dominicana,Urbana,0 a 5 años,2011,26,8618,DOM,20
Hombres,República Dominicana,Urbana,0 a 5 años,2011,26,8618,DOM,20.6
Mujeres,República Dominicana,Urbana,0 a 5 años,2011,26,8618,DOM,19.4
Ambos sexos,República Dominicana,Urbana,10 a 12 años,2011,26,8618,DOM,30.3
Hombres,República Dominicana,Urbana,10 a 12 años,2011,26,8618,DOM,30.2
Mujeres,República Dominicana,Urbana,10 a 12 años,2011,26,8618,DOM,30.4
Ambos sexos,República Dominicana,Urbana,13 años y más,2011,26,8618,DOM,24
Hombres,República Dominicana,Urbana,13 años y más,2011,26,8618,DOM,21.1
Mujeres,República Dominicana,Urbana,13 años y más,2011,26,8618,DOM,26.5
Ambos sexos,República Dominicana,Urbana,6 a 9 años,2011,26,8618,DOM,25.7
Hombres,República Dominicana,Urbana,6 a 9 años,2011,26,8618,DOM,28.1
Mujeres,República Dominicana,Urbana,6 a 9 años,2011,26,8618,DOM,23.6
Ambos sexos,República Dominicana,Nacional,0 a 5 años,2012,26,8618,DOM,24.3
Hombres,República Dominicana,Nacional,0 a 5 años,2012,26,8618,DOM,25.4
Mujeres,República Dominicana,Nacional,0 a 5 años,2012,26,8618,DOM,23.3
Ambos sexos,República Dominicana,Nacional,10 a 12 años,2012,26,8618,DOM,27.4
Hombres,República Dominicana,Nacional,10 a 12 años,2012,26,8618,DOM,27.4
Mujeres,República Dominicana,Nacional,10 a 12 años,2012,26,8618,DOM,27.5
Ambos sexos,República Dominicana,Nacional,13 años y más,2012,26,8618,DOM,22.4
Hombres,República Dominicana,Nacional,13 años y más,2012,26,8618,DOM,18.9
Mujeres,República Dominicana,Nacional,13 años y más,2012,26,8618,DOM,25.6
Ambos sexos,República Dominicana,Nacional,6 a 9 años,2012,26,8618,DOM,25.9
Hombres,República Dominicana,Nacional,6 a 9 años,2012,26,8618,DOM,28.4
Mujeres,República Dominicana,Nacional,6 a 9 años,2012,26,8618,DOM,23.6
Ambos sexos,República Dominicana,Rural,0 a 5 años,2012,26,8618,DOM,41.2
Hombres,República Dominicana,Rural,0 a 5 años,2012,26,8618,DOM,42.9
Mujeres,República Dominicana,Rural,0 a 5 años,2012,26,8618,DOM,39.3
Ambos sexos,República Dominicana,Rural,10 a 12 años,2012,26,8618,DOM,19.2
Hombres,República Dominicana,Rural,10 a 12 años,2012,26,8618,DOM,18.6
Mujeres,República Dominicana,Rural,10 a 12 años,2012,26,8618,DOM,19.8
Ambos sexos,República Dominicana,Rural,13 años y más,2012,26,8618,DOM,9.6
Hombres,República Dominicana,Rural,13 años y más,2012,26,8618,DOM,6.4
Mujeres,República Dominicana,Rural,13 años y más,2012,26,8618,DOM,13
Ambos sexos,República Dominicana,Rural,6 a 9 años,2012,26,8618,DOM,30.1
Hombres,República Dominicana,Rural,6 a 9 años,2012,26,8618,DOM,32.1
Mujeres,República Dominicana,Rural,6 a 9 años,2012,26,8618,DOM,27.9
Ambos sexos,República Dominicana,Urbana,0 a 5 años,2012,26,8618,DOM,19.2
Hombres,República Dominicana,Urbana,0 a 5 años,2012,26,8618,DOM,19.5
Mujeres,República Dominicana,Urbana,0 a 5 años,2012,26,8618,DOM,19
Ambos sexos,República Dominicana,Urbana,10 a 12 años,2012,26,8618,DOM,29.9
Hombres,República Dominicana,Urbana,10 a 12 años,2012,26,8618,DOM,30.3
Mujeres,República Dominicana,Urbana,10 a 12 años,2012,26,8618,DOM,29.6
Ambos sexos,República Dominicana,Urbana,13 años y más,2012,26,8618,DOM,26.2
Hombres,República Dominicana,Urbana,13 años y más,2012,26,8618,DOM,23.1
Mujeres,República Dominicana,Urbana,13 años y más,2012,26,8618,DOM,29
Ambos sexos,República Dominicana,Urbana,6 a 9 años,2012,26,8618,DOM,24.6
Hombres,República Dominicana,Urbana,6 a 9 años,2012,26,8618,DOM,27.1
Mujeres,República Dominicana,Urbana,6 a 9 años,2012,26,8618,DOM,22.4
Ambos sexos,República Dominicana,Nacional,0 a 5 años,2013,26,8618,DOM,24
Hombres,República Dominicana,Nacional,0 a 5 años,2013,26,8618,DOM,25.7
Mujeres,República Dominicana,Nacional,0 a 5 años,2013,26,8618,DOM,22.4
Ambos sexos,República Dominicana,Nacional,10 a 12 años,2013,26,8618,DOM,26.7
Hombres,República Dominicana,Nacional,10 a 12 años,2013,26,8618,DOM,26.9
Mujeres,República Dominicana,Nacional,10 a 12 años,2013,26,8618,DOM,26.6
Ambos sexos,República Dominicana,Nacional,13 años y más,2013,26,8618,DOM,23.6
Hombres,República Dominicana,Nacional,13 años y más,2013,26,8618,DOM,20.1
Mujeres,República Dominicana,Nacional,13 años y más,2013,26,8618,DOM,26.9
Ambos sexos,República Dominicana,Nacional,6 a 9 años,2013,26,8618,DOM,25.7
Hombres,República Dominicana,Nacional,6 a 9 años,2013,26,8618,DOM,27.4
Mujeres,República Dominicana,Nacional,6 a 9 años,2013,26,8618,DOM,24.2
Ambos sexos,República Dominicana,Rural,0 a 5 años,2013,26,8618,DOM,40.2
Hombres,República Dominicana,Rural,0 a 5 años,2013,26,8618,DOM,42.6
Mujeres,República Dominicana,Rural,0 a 5 años,2013,26,8618,DOM,37.7
Ambos sexos,República Dominicana,Rural,10 a 12 años,2013,26,8618,DOM,20.2
Hombres,República Dominicana,Rural,10 a 12 años,2013,26,8618,DOM,20.2
Mujeres,República Dominicana,Rural,10 a 12 años,2013,26,8618,DOM,20.1
Ambos sexos,República Dominicana,Rural,13 años y más,2013,26,8618,DOM,9.5
Hombres,República Dominicana,Rural,13 años y más,2013,26,8618,DOM,6.9
Mujeres,República Dominicana,Rural,13 años y más,2013,26,8618,DOM,12.3
Ambos sexos,República Dominicana,Rural,6 a 9 años,2013,26,8618,DOM,30.1
Hombres,República Dominicana,Rural,6 a 9 años,2013,26,8618,DOM,30.3
Mujeres,República Dominicana,Rural,6 a 9 años,2013,26,8618,DOM,29.9
Ambos sexos,República Dominicana,Urbana,0 a 5 años,2013,26,8618,DOM,19.4
Hombres,República Dominicana,Urbana,0 a 5 años,2013,26,8618,DOM,20.5
Mujeres,República Dominicana,Urbana,0 a 5 años,2013,26,8618,DOM,18.3
Ambos sexos,República Dominicana,Urbana,10 a 12 años,2013,26,8618,DOM,28.6
Hombres,República Dominicana,Urbana,10 a 12 años,2013,26,8618,DOM,28.9
Mujeres,República Dominicana,Urbana,10 a 12 años,2013,26,8618,DOM,28.3
Ambos sexos,República Dominicana,Urbana,13 años y más,2013,26,8618,DOM,27.6
Hombres,República Dominicana,Urbana,13 años y más,2013,26,8618,DOM,24.1
Mujeres,República Dominicana,Urbana,13 años y más,2013,26,8618,DOM,30.7
Ambos sexos,República Dominicana,Urbana,6 a 9 años,2013,26,8618,DOM,24.5
Hombres,República Dominicana,Urbana,6 a 9 años,2013,26,8618,DOM,26.5
Mujeres,República Dominicana,Urbana,6 a 9 años,2013,26,8618,DOM,22.7
Ambos sexos,República Dominicana,Nacional,0 a 5 años,2014,26,8618,DOM,22.7
Hombres,República Dominicana,Nacional,0 a 5 años,2014,26,8618,DOM,24.4
